Vulnerability,Package Name,Details Page,CVE,POC Available,Affected Version,Github Link
Malicious Package,slush-fullstack-framework,https://security.snyk.io/vuln/SNYK-JS-SLUSHFULLSTACKFRAMEWORK-458733,,False,=0.9.2 ,n/a
Malicious Package,zemen,https://security.snyk.io/vuln/SNYK-JS-ZEMEN-458633,,False,=0.0.5 ,n/a
Malicious Package,jquery-airload,https://security.snyk.io/vuln/SNYK-JS-JQUERYAIRLOAD-458582,,False,=0.2.5 ,n/a
Malicious Package,ngx-context-menu,https://security.snyk.io/vuln/SNYK-JS-NGXCONTEXTMENU-458623,,False,=0.0.26 ,n/a
Denial of Service (DoS),grpc-ts-health-check,https://security.snyk.io/vuln/SNYK-JS-GRPCTSHEALTHCHECK-456752,,False,<2.0.0 ,n/a
Malicious Package,cal_rd,https://security.snyk.io/vuln/SNYK-JS-CALRD-456750,,False,* ,n/a
Malicious Package,sailclothjs,https://security.snyk.io/vuln/SNYK-JS-SAILCLOTHJS-456749,,False,1.2.6 ,n/a
Malicious Package,uploader-plugin,https://security.snyk.io/vuln/SNYK-JS-UPLOADERPLUGIN-456751,,False,1.0.2 ,n/a
Cross-site Scripting (XSS),select2,https://security.snyk.io/vuln/SNYK-JS-SELECT2-456562,CVE-2016-10744,False,<4.0.8 ,https://github.com/select2/docs/commit/1c394a421b76f26b8923a9634437b99fb6bffec3
Cross-site Scripting (XSS),editor.md,https://security.snyk.io/vuln/SNYK-JS-EDITORMD-456539,CVE-2019-14653,False,* ,n/a
Cross-site Scripting (XSS),nodebb,https://security.snyk.io/vuln/SNYK-JS-NODEBB-456334,CVE-2015-9286,False,<0.8.2 ,https://github.com/NodeBB/NodeBB/pull/3371/commits/e24bd2c0e33f642e8fdbc0d6b6a52dc6624d0d9a
Remote Code Execution (RCE),haraka,https://security.snyk.io/vuln/SNYK-JS-HARAKA-456231,CVE-2016-1000282,False,<2.8.20 ,https://github.com/haraka/Haraka/commit/ff7646d879b1c21d0cfcd5f1d62eaf607cc452a8
DNS Rebinding,webtorrent,https://security.snyk.io/vuln/SNYK-JS-WEBTORRENT-456068,,False,<0.105.2 ,https://github.com/webtorrent/webtorrent/commit/8a0936f915c07c6a405caa2360e1c1255767345a
Cross-site Scripting (XSS),min-http-server,https://security.snyk.io/vuln/SNYK-JS-MINHTTPSERVER-456063,CVE-2019-5457,False,* ,n/a
Privilege Escalation,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-455615,CVE-2016-1202,False,<0.33.5 ,https://github.com/electron/electron/commit/9a2e2b365d061ec10cd861391fd5b1344af7194d
Arbitrary Command Injection,node-wifi,https://security.snyk.io/vuln/SNYK-JS-NODEWIFI-455846,,False,<2.0.12 ,https://github.com/friedrith/node-wifi/commit/0b19a2e7492fc78980fb0e19415b2947187fbee3
Arbitrary Code Execution,domokeeper,https://security.snyk.io/vuln/SNYK-JS-DOMOKEEPER-455475,,False,>=0.0.0 ,n/a
Account Enumeration,parse-server,https://security.snyk.io/vuln/SNYK-JS-PARSESERVER-455637,CVE-2019-1020013,False,<3.6.0 ,n/a
Denial of Service (DoS),parse-server,https://security.snyk.io/vuln/SNYK-JS-PARSESERVER-455635,CVE-2019-1020012,False,<3.4.1 ,https://github.com/parse-community/parse-server/commit/8709daf698ea69b59268cb66f0f7cee75b52daa5
Cross-site Scripting (XSS),plotly.js,https://security.snyk.io/vuln/SNYK-JS-PLOTLYJS-455599,CVE-2017-1000006,False,<1.10.4 >=1.11.0 <1.16.0 ,https://github.com/plotly/plotly.js/commit/0a1526de6ee872993cabac966ed6fdc67cd052f0
Cross-site Scripting (XSS),@risingstack/protect,https://security.snyk.io/vuln/SNYK-JS-RISINGSTACKPROTECT-455402,CVE-2018-1000160,False,* ,n/a
Cross-site Scripting (XSS),http-file-server,https://security.snyk.io/vuln/SNYK-JS-HTTPFILESERVER-455304,CVE-2019-5458,False,* ,n/a
Cross-site Scripting (XSS),console-feed,https://security.snyk.io/vuln/SNYK-JS-CONSOLEFEED-455290,,False,<2.8.10 ,n/a
Directory Traversal,@vivaxy/here,https://security.snyk.io/vuln/SNYK-JS-VIVAXYHERE-455285,,True,<3.2.2 ,https://github.com/vivaxy/here/commit/298dbab41344dfb7f95f66b1fa7b5cfb436bd4a2
Malicious Package,json-serializer,https://security.snyk.io/vuln/SNYK-JS-JSONSERIALIZER-455284,,False,=2.0.10 ,n/a
Arbitrary Code Injection,tomato,https://security.snyk.io/vuln/SNYK-JS-TOMATO-455283,,False,* ,n/a
Malicious Package,browserift,https://security.snyk.io/vuln/SNYK-JS-BROWSERIFT-455282,,False,* ,n/a
Malicious Package,maleficent,https://security.snyk.io/vuln/SNYK-JS-MALEFICENT-455281,,False,* ,n/a
Arbitrary Code Injection,expressfs,https://security.snyk.io/vuln/SNYK-JS-EXPRESSFS-455280,,False,* ,n/a
Authentication Bypass,otpauth,https://security.snyk.io/vuln/SNYK-JS-OTPAUTH-451697,,False,<3.2.8 ,https://github.com/hectorm/otpauth/commit/662ee16acfd92571a86e3efeeefff246abe8be78
Access Restriction Bypass,msrcrypto,https://security.snyk.io/vuln/SNYK-JS-MSRCRYPTO-451668,CVE-2018-8319,False,<1.4.1 ,n/a
Malicious Package,fast-requests,https://security.snyk.io/vuln/SNYK-JS-FASTREQUESTS-451664,,False,>=0.0.0 ,n/a
Malicious Package,cage-js,https://security.snyk.io/vuln/SNYK-JS-CAGEJS-451665,,False,>=0.0.0 ,n/a
Directory Traversal,atompm,https://security.snyk.io/vuln/SNYK-JS-ATOMPM-451662,,False,<0.8.2 ,https://github.com/AToMPM/atompm/pull/75/commits/260a30f6f225ffde1fb4311e1a96dcc44a9a8c5a
Malicious Package,load-from-cwd-or-npm,https://security.snyk.io/vuln/SNYK-JS-LOADFROMCWDORNPM-451650,,False,>=3.0.2 <3.0.4 ,n/a
Malicious Package,rate-map,https://security.snyk.io/vuln/SNYK-JS-RATEMAP-451649,,False,>=1.0.3 <1.0.5 ,n/a
Cross-site Scripting (XSS),cmmn-js-properties-panel,https://security.snyk.io/vuln/SNYK-JS-CMMNJSPROPERTIESPANEL-451642,,False,<0.8.0 ,https://github.com/bpmn-io/bpmn-js-properties-panel/commit/c446cd41d7c9f459d3e48cd7fc35060090e02206
Cross-site Scripting (XSS),bpmn-js-properties-panel,https://security.snyk.io/vuln/SNYK-JS-BPMNJSPROPERTIESPANEL-451639,,False,<0.31.0 ,https://github.com/bpmn-io/bpmn-js-properties-panel/commit/c446cd41d7c9f459d3e48cd7fc35060090e02206
Cross-site Scripting (XSS),dmn-js-properties-panel,https://security.snyk.io/vuln/SNYK-JS-DMNJSPROPERTIESPANEL-451641,,False,<0.3.0 ,https://github.com/bpmn-io/bpmn-js-properties-panel/commit/c446cd41d7c9f459d3e48cd7fc35060090e02206
Directory Traversal,restify-swagger-jsdoc,https://security.snyk.io/vuln/SNYK-JS-RESTIFYSWAGGERJSDOC-451631,,False,<3.2.1 ,https://github.com/RemyJeancolas/restify-swagger-jsdoc/commit/52abae36aaf2c4147c25da7ac3698fe722f2d119
Improper Authorization,googleapis,https://security.snyk.io/vuln/SNYK-JS-GOOGLEAPIS-451632,,False,>=36.0.0 <39.1.0 ,https://github.com/googleapis/google-api-nodejs-client/commit/db5e0f25c64db76cb87c96b9515205b79e7e775e
Malicious Package,nodes.js,https://security.snyk.io/vuln/SNYK-JS-NODESJS-451630,,False,* ,n/a
Malicious Package,node-buc,https://security.snyk.io/vuln/SNYK-JS-NODEBUC-451578,,False,* ,n/a
Malicious Package,midway-dataproxy,https://security.snyk.io/vuln/SNYK-JS-MIDWAYDATAPROXY-451581,,False,* ,n/a
Malicious Package,ali-contributors,https://security.snyk.io/vuln/SNYK-JS-ALICONTRIBUTORS-451591,,False,* ,n/a
Malicious Package,leetlog,https://security.snyk.io/vuln/SNYK-JS-LEETLOG-451595,,False,>=0.1.2 ,n/a
Malicious Package,luna-mock,https://security.snyk.io/vuln/SNYK-JS-LUNAMOCK-451582,,False,* ,n/a
Malicious Package,retcodelog,https://security.snyk.io/vuln/SNYK-JS-RETCODELOG-451576,,False,* ,n/a
Malicious Package,alico,https://security.snyk.io/vuln/SNYK-JS-ALICO-451590,,False,* ,n/a
Malicious Package,alipayjsapi,https://security.snyk.io/vuln/SNYK-JS-ALIPAYJSAPI-451589,,False,* ,n/a
Malicious Package,my-very-own-package,https://security.snyk.io/vuln/SNYK-JS-MYVERYOWNPACKAGE-451594,,False,* ,n/a
Malicious Package,ali-contributor,https://security.snyk.io/vuln/SNYK-JS-ALICONTRIBUTOR-451592,,False,* ,n/a
Malicious Package,qingting,https://security.snyk.io/vuln/SNYK-JS-QINGTING-451577,,False,* ,n/a
Malicious Package,hsf-clients,https://security.snyk.io/vuln/SNYK-JS-HSFCLIENTS-451583,,False,* ,n/a
Malicious Package,midway-xtpl,https://security.snyk.io/vuln/SNYK-JS-MIDWAYXTPL-451580,,False,* ,n/a
Malicious Package,hpmm,https://security.snyk.io/vuln/SNYK-JS-HPMM-451584,,False,* ,n/a
Malicious Package,diamond-clien,https://security.snyk.io/vuln/SNYK-JS-DIAMONDCLIEN-451585,,False,* ,n/a
Malicious Package,cicada-render,https://security.snyk.io/vuln/SNYK-JS-CICADARENDER-451586,,False,* ,n/a
Malicious Package,next-util,https://security.snyk.io/vuln/SNYK-JS-NEXTUTIL-451579,,False,* ,n/a
Malicious Package,tiar,https://security.snyk.io/vuln/SNYK-JS-TIAR-451573,,False,* ,n/a
Malicious Package,river-mock,https://security.snyk.io/vuln/SNYK-JS-RIVERMOCK-451575,,False,* ,n/a
Malicious Package,secure_identity_login_module,https://security.snyk.io/vuln/SNYK-JS-SECUREIDENTITYLOGINMODULE-451574,,False,* ,n/a
Malicious Package,malicious-do-not-install,https://security.snyk.io/vuln/SNYK-JS-MALICIOUSDONOTINSTALL-451596,,False,* ,n/a
Malicious Package,only-test-not-install,https://security.snyk.io/vuln/SNYK-JS-ONLYTESTNOTINSTALL-451593,,False,* ,n/a
Malicious Package,antd-cloud,https://security.snyk.io/vuln/SNYK-JS-ANTDCLOUD-451588,,False,* ,n/a
Malicious Package,appx-compiler,https://security.snyk.io/vuln/SNYK-JS-APPXCOMPILER-451587,,False,* ,n/a
Directory Traversal,zero,https://security.snyk.io/vuln/SNYK-JS-ZERO-451569,,False,<1.0.6 ,n/a
Cross-site Scripting (XSS),jquery.json-viewer,https://security.snyk.io/vuln/SNYK-JS-JQUERYJSONVIEWER-451572,,False,<1.3.0 ,https://github.com/abodelot/jquery.json-viewer/commit/1c700fa3e4a9e85202aa85807fd19f56da80c9af
Man-in-the-Middle (MitM),yarn,https://security.snyk.io/vuln/SNYK-JS-YARN-451571,CVE-2019-5448,False,<1.17.3 ,https://github.com/yarnpkg/yarn/commit/2f08a7405cc3f6fe47c30293050bb0ac94850932
Directory Traversal,http-file-server,https://security.snyk.io/vuln/SNYK-JS-HTTPFILESERVER-451564,CVE-2019-5447,False,* ,n/a
Reverse Tabnabbing,quill,https://security.snyk.io/vuln/SNYK-JS-QUILL-451551,,False,<1.3.7 ,n/a
Cross-site Scripting (XSS),eco,https://security.snyk.io/vuln/SNYK-JS-ECO-451548,,False,* ,n/a
Information Exposure,kibana,https://security.snyk.io/vuln/SNYK-JS-KIBANA-451546,CVE-2016-10364,False,>=5.0.0 <5.0.2 ,n/a
Cross-site Request Forgery (CSRF),kibana,https://security.snyk.io/vuln/SNYK-JS-KIBANA-451545,CVE-2015-8131,False,<4.1.3 >=4.2.0 <4.2.1 ,n/a
Cross-site Scripting (XSS),oidc-provider,https://security.snyk.io/vuln/SNYK-JS-OIDCPROVIDER-451544,,False,<6.0.3 ,https://github.com/panva/node-oidc-provider/commit/6aedbab1f65c055b32c3d3f22f4ce120423da121
Cross-site Scripting (XSS),kibana,https://security.snyk.io/vuln/SNYK-JS-KIBANA-451541,CVE-2016-1000220,False,>=4.1.0 <4.1.11 >=4.5.0 <4.5.4 ,n/a
Regular Expression Denial of Service (ReDoS),marked,https://security.snyk.io/vuln/SNYK-JS-MARKED-451540,,False,<0.4.0 ,https://github.com/markedjs/marked/commit/09afabf69c6d0c919c03443f47bdfe476566105d
Arbitrary Code Execution,domokeeper,https://security.snyk.io/vuln/SNYK-JS-DOMOKEEPER-451513,,False,* ,n/a
Cross-site Scripting (XSS),mathjax,https://security.snyk.io/vuln/SNYK-JS-MATHJAX-451470,CVE-2018-1999024,False,<2.7.4 ,https://github.com/mathjax/MathJax/commit/a55da396c18cafb767a26aa9ad96f6f4199852f1
Cross-site Scripting (XSS),kibana,https://security.snyk.io/vuln/SNYK-JS-KIBANA-451475,CVE-2016-10366,False,>=4.3.0 <4.6.2 ,n/a
Open Redirect,kibana,https://security.snyk.io/vuln/SNYK-JS-KIBANA-451474,CVE-2016-10365,False,<4.6.2 >=5.0.0 <5.0.1 ,n/a
Prototype Pollution,@sailshq/lodash,https://security.snyk.io/vuln/SNYK-JS-SAILSHQLODASH-460129,CVE-2019-10744,True,<3.10.4 ,n/a
Prototype Pollution,lodash,https://security.snyk.io/vuln/SNYK-JS-LODASH-450202,CVE-2019-10744,True,<4.17.12 ,n/a
Regular Expression Denial of Service (ReDoS),marked,https://security.snyk.io/vuln/SNYK-JS-MARKED-451341,,False,>=0.4.0 <0.7.0 ,https://github.com/markedjs/marked/commit/0ee3aa988b3e846a1952813f9eeaa96c85b3d8f5
Cross-site Scripting (XSS),mxgraph,https://security.snyk.io/vuln/SNYK-JS-MXGRAPH-451302,CVE-2019-13127,False,<4.0.0 ,https://github.com/jgraph/mxgraph/commit/76e8e2809b622659a9c5ffdc4f19922b7a68cfa3
Cross-site Scripting (XSS),takeapeek,https://security.snyk.io/vuln/SNYK-JS-TAKEAPEEK-451265,,False,* ,n/a
Open Redirect,apostrophe,https://security.snyk.io/vuln/SNYK-JS-APOSTROPHE-451089,,False,<2.92.0 ,https://github.com/apostrophecms/apostrophe/commit/1eba144bb82bd43dab72ce36cfbd593361b6d9b7
Arbitrary Code Execution,require-node,https://security.snyk.io/vuln/SNYK-JS-REQUIRENODE-451045,,False,>=1.0.0 <1.3.4 >2.0.0 <2.0.4 ,https://github.com/luoshaohua/require-node/commit/2594c3ea4b405a35920c840d390d5c14dae72217
Prototype Pollution,deeply,https://security.snyk.io/vuln/SNYK-JS-DEEPLY-451026,CVE-2019-10750,True,<3.1.0 ,https://github.com/alexindigo/deeply/commit/6eccb2f03ec8d3eefc6805053c4cc2a36aab1505
Cross-site Scripting (XSS),graylog-web-interface,https://security.snyk.io/vuln/SNYK-JS-GRAYLOGWEBINTERFACE-451022,CVE-2018-14380,False,<2.4.6 ,https://github.com/Graylog2/graylog2-server/commit/52d54c86b8050b554db4146c241167c8d444a1dc
Malicious Package,rpc-websocket,https://security.snyk.io/vuln/SNYK-JS-RPCWEBSOCKET-451021,,False,>=0.7.6 ,n/a
Malicious Package,blingjs,https://security.snyk.io/vuln/SNYK-JS-BLINGJS-451007,,False,=0.0.4 ,n/a
Malicious Package,freshdom,https://security.snyk.io/vuln/SNYK-JS-FRESHDOM-450987,,False,=0.0.6 ,n/a
Malicious Package,jasmin,https://security.snyk.io/vuln/SNYK-JS-JASMIN-451020,,False,=0.0.3 ,n/a
Malicious Package,rc-calendar-jhorst,https://security.snyk.io/vuln/SNYK-JS-RCCALENDARJHORST-450980,,False,=8.4.3 ,n/a
Malicious Package,another-date-range-picker,https://security.snyk.io/vuln/SNYK-JS-ANOTHERDATERANGEPICKER-451011,,False,=4.1.48 ,n/a
Malicious Package,impala,https://security.snyk.io/vuln/SNYK-JS-IMPALA-450989,,False,=1.1.7 ,n/a
Malicious Package,awesome_react_utility,https://security.snyk.io/vuln/SNYK-JS-AWESOMEREACTUTILITY-451009,,False,=1.0.2 ,n/a
Malicious Package,angular-material-sidenav-rnd,https://security.snyk.io/vuln/SNYK-JS-ANGULARMATERIALSIDENAVRND-451015,,False,=0.1.1 ,n/a
Malicious Package,another-date-picker,https://security.snyk.io/vuln/SNYK-JS-ANOTHERDATEPICKER-451013,,False,>=2.0.43 <2.0.45 ,n/a
Malicious Package,oauth-validator,https://security.snyk.io/vuln/SNYK-JS-OAUTHVALIDATOR-450982,,False,=1.0.2 ,n/a
Malicious Package,angular-bmap,https://security.snyk.io/vuln/SNYK-JS-ANGULARBMAP-451017,,False,=0.0.9 ,n/a
Malicious Package,cordova-plugin-china-picker,https://security.snyk.io/vuln/SNYK-JS-CORDOVAPLUGINCHINAPICKER-451001,,False,=1.0.910 ,n/a
Malicious Package,dossier,https://security.snyk.io/vuln/SNYK-JS-DOSSIER-450994,,False,=0.0.4 ,n/a
Malicious Package,coffee-project,https://security.snyk.io/vuln/SNYK-JS-COFFEEPROJECT-451003,,False,=1.7.5 ,n/a
Malicious Package,s3asy,https://security.snyk.io/vuln/SNYK-JS-S3ASY-450971,,False,=0.4.8 ,n/a
Malicious Package,codify,https://security.snyk.io/vuln/SNYK-JS-CODIFY-451005,,False,=0.3.1 ,n/a
Malicious Package,xoc,https://security.snyk.io/vuln/SNYK-JS-XOC-450974,,False,=1.0.7 ,n/a
Malicious Package,@impala/bmap,https://security.snyk.io/vuln/SNYK-JS-IMPALABMAP-451019,,False,=1.0.3 ,n/a
Malicious Package,simple-alipay,https://security.snyk.io/vuln/SNYK-JS-SIMPLEALIPAY-450975,,False,=1.0.1 ,n/a
Malicious Package,nginxbeautifier,https://security.snyk.io/vuln/SNYK-JS-NGINXBEAUTIFIER-450973,,False,=1.0.14 ,n/a
Malicious Package,react-dates-sc,https://security.snyk.io/vuln/SNYK-JS-REACTDATESSC-450978,,False,=0.3.0 ,n/a
Malicious Package,css_transform_support,https://security.snyk.io/vuln/SNYK-JS-CSSTRANSFORMSUPPORT-450997,,False,=1.0.2 ,n/a
Malicious Package,react-server-native,https://security.snyk.io/vuln/SNYK-JS-REACTSERVERNATIVE-450976,,False,=0.0.7 ,n/a
Malicious Package,modlibrary,https://security.snyk.io/vuln/SNYK-JS-MODLIBRARY-450984,,False,=0.1.1 ,n/a
Malicious Package,css_transform_step,https://security.snyk.io/vuln/SNYK-JS-CSSTRANSFORMSTEP-450999,,False,=1.0.6 ,n/a
Malicious Package,dynamo-schema,https://security.snyk.io/vuln/SNYK-JS-DYNAMOSCHEMA-450992,,False,=0.0.3 ,n/a
Malicious Package,dictum.js,https://security.snyk.io/vuln/SNYK-JS-DICTUMJS-450959,,False,>=1.0.5 ,n/a
Malicious Package,axois,https://security.snyk.io/vuln/SNYK-JS-AXOIS-450958,,False,* ,n/a
Malicious Package,regenraotr,https://security.snyk.io/vuln/SNYK-JS-REGENRAOTR-450957,,False,* ,n/a
Malicious Package,regenrator,https://security.snyk.io/vuln/SNYK-JS-REGENRATOR-450956,,False,* ,n/a
Malicious Package,soket.js,https://security.snyk.io/vuln/SNYK-JS-SOKETJS-450934,,False,* ,n/a
Malicious Package,soket.io,https://security.snyk.io/vuln/SNYK-JS-SOKETIO-450954,,False,* ,n/a
Directory Traversal,serve-here.js,https://security.snyk.io/vuln/SNYK-JS-SERVEHEREJS-450884,CVE-2019-5444,False,<1.2.0 ,https://github.com/ChristoPy/serve-here.js/commit/cefb51d03290b6a88dd13143ab2de31b8cf57c39
Cross-site Scripting (XSS),keystone,https://security.snyk.io/vuln/SNYK-JS-KEYSTONE-450882,,False,<4.0.0-beta.1 ,n/a
Cross-site Scripting (XSS),keystone,https://security.snyk.io/vuln/SNYK-JS-KEYSTONE-450881,,False,<4.0.0-beta.1 ,n/a
SQL Injection,sequelize,https://security.snyk.io/vuln/SNYK-JS-SEQUELIZE-450222,CVE-2019-10749,True,<3.35.1 ,https://github.com/sequelize/sequelize/commit/ee4017379db0059566ecb5424274ad4e2d66bc68
SQL Injection,sequelize,https://security.snyk.io/vuln/SNYK-JS-SEQUELIZE-450221,CVE-2019-10748,True,>=3.0.0 <3.35.1 >=4.0.0 <4.44.3 >=5.0.0 <5.8.11 ,https://github.com/sequelize/sequelize/commit/a72a3f5
Cross-site Scripting (XSS),@berslucas/liljs,https://security.snyk.io/vuln/SNYK-JS-BERSLUCASLILJS-450217,,False,<1.0.2 ,https://github.com/bersLucas/liljs/commit/779c0dcd8aba434a1c94db7d1d2d990a629f9a6c
Prototype Pollution,set-value,https://security.snyk.io/vuln/SNYK-JS-SETVALUE-450213,CVE-2019-10747,True,<2.0.1 >=3.0.0 <3.0.1 ,https://github.com/jonschlinkert/set-value/commit/95e9d9923f8a8b4a01da1ea138fcc39ec7b6b15f
Prototype Pollution,mixin-deep,https://security.snyk.io/vuln/SNYK-JS-MIXINDEEP-450212,CVE-2019-10746,True,>=2.0.0 <2.0.1 <1.3.2 ,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
Prototype Pollution,assign-deep,https://security.snyk.io/vuln/SNYK-JS-ASSIGNDEEP-450211,CVE-2019-10745,True,>=1.0.0 <1.0.1 <0.4.8 ,https://github.com/jonschlinkert/assign-deep/commit/90bf1c551d05940898168d04066bbf15060f50cc
Malicious Package,smartsearchwp,https://security.snyk.io/vuln/SNYK-JS-SMARTSEARCHWP-450210,,False,>0.0.1-security ,n/a
SQL Injection,untitled-model,https://security.snyk.io/vuln/SNYK-JS-UNTITLEDMODEL-450197,,False,* ,n/a
Cross-site Scripting (XSS),diagram-js,https://security.snyk.io/vuln/SNYK-JS-DIAGRAMJS-449956,,False,<2.6.2 >=3.0.0 <3.3.1 ,https://github.com/bpmn-io/diagram-js/commit/2565c40449379284a55163f290ec812db34244d1
Cross-site Scripting (XSS),diagram-js-direct-editing,https://security.snyk.io/vuln/SNYK-JS-DIAGRAMJSDIRECTEDITING-450046,,False,<1.4.3 ,https://github.com/bpmn-io/diagram-js/commit/2565c40449379284a55163f290ec812db34244d1
Cross-site Scripting (XSS),swagger-ui,https://security.snyk.io/vuln/SNYK-JS-SWAGGERUI-449942,,False,>=2.0.3 <2.0.24 ,https://github.com/swagger-api/swagger-ui/pull/541/commits/5da60bfa626ef6acc929f4460afd7258f9e968b8
Cross-site Scripting (XSS),swagger-ui,https://security.snyk.io/vuln/SNYK-JS-SWAGGERUI-449941,,True,>=3.0.0 <3.0.13 ,n/a
Cross-site Scripting (XSS),swagger-ui,https://security.snyk.io/vuln/SNYK-JS-SWAGGERUI-449940,CVE-2016-5682,False,<2.2.1 ,n/a
SQL Injection,resquel,https://security.snyk.io/vuln/SNYK-JS-RESQUEL-449938,,False,* ,n/a
Cross-site Scripting (XSS),swagger-ui,https://security.snyk.io/vuln/SNYK-JS-SWAGGERUI-449921,,False,<3.20.9 ,https://github.com/swagger-api/swagger-ui/commit/1e184e8e218676278c83e60a45846c199ce3d15e
Denial of Service (DoS),keycloak-connect,https://security.snyk.io/vuln/SNYK-JS-KEYCLOAKCONNECT-461168,CVE-2019-10157,False,<4.4.0 ,https://github.com/keycloak/keycloak-nodejs-connect/commit/55e54b55d05ba636bc125a8f3d39f0052d13f8f6
Reverse Tabnabbing,swagger-ui,https://security.snyk.io/vuln/SNYK-JS-SWAGGERUI-449808,,False,<3.18.0 ,https://github.com/swagger-api/swagger-ui/pull/4789/commits/3f4cae3334fdd492a373f4453bd03a9ebd87becf
User Impersonation,converse.js,https://security.snyk.io/vuln/SNYK-JS-CONVERSEJS-449664,CVE-2017-5858,False,<1.0.7 >=2.0.0 <2.0.5 ,https://github.com/conversejs/converse.js/commit/42f249cabbbf5c026398e6d3b350f6f9536ea572
Cross-site Request Forgery (CSRF),keystone,https://security.snyk.io/vuln/SNYK-JS-KEYSTONE-449663,CVE-2017-16570,False,<4.0.0-beta.7 ,https://github.com/keystonejs/keystone/commit/358857e5a9bec81de6dc7d0200ac7b81e793f342
Cross-site Scripting (XSS),ids-enterprise,https://security.snyk.io/vuln/SNYK-JS-IDSENTERPRISE-449634,,False,<4.18.2 ,https://github.com/infor-design/enterprise/pull/2294/commits/6bd74d8f38c268b22f31e8169316e065e0093362
Cross-site Scripting (XSS),ids-enterprise,https://security.snyk.io/vuln/SNYK-JS-IDSENTERPRISE-449633,,False,<4.18.2 ,n/a
Malicious Package,colro-name,https://security.snyk.io/vuln/SNYK-JS-COLRONAME-449541,,False,* ,n/a
Malicious Package,radic-util,https://security.snyk.io/vuln/SNYK-JS-RADICUTIL-449525,,False,>1.0.1 <1.0.3 ,n/a
Malicious Package,vue-backbone,https://security.snyk.io/vuln/SNYK-JS-VUEBACKBONE-449522,,False,>0.1.1 <0.1.3 ,n/a
Malicious Package,angular-location-update,https://security.snyk.io/vuln/SNYK-JS-ANGULARLOCATIONUPDATE-449537,,False,>0.0.2 <0.0.4 ,n/a
Malicious Package,react-datepicker-plus,https://security.snyk.io/vuln/SNYK-JS-REACTDATEPICKERPLUS-449521,,False,>2.4.1 <2.4.4 ,n/a
Malicious Package,ngx-pica,https://security.snyk.io/vuln/SNYK-JS-NGXPICA-449519,,False,>1.1.4 <1.1.6 ,n/a
Malicious Package,jekyll-for-github-projects,https://security.snyk.io/vuln/SNYK-JS-JEKYLLFORGITHUBPROJECTS-449531,,False,>0.2.11 <0.2.13 ,n/a
Malicious Package,github-jquery-widgets,https://security.snyk.io/vuln/SNYK-JS-GITHUBJQUERYWIDGETS-449534,,False,>0.1.1 <0.1.3 ,n/a
Malicious Package,mx-nested-menu,https://security.snyk.io/vuln/SNYK-JS-MXNESTEDMENU-449520,,False,>0.1.29 <0.1.31 ,n/a
Malicious Package,ember-power-timepicker,https://security.snyk.io/vuln/SNYK-JS-EMBERPOWERTIMEPICKER-449536,,False,>1.0.7 <1.0.9 ,n/a
Malicious Package,grunt-radic,https://security.snyk.io/vuln/SNYK-JS-GRUNTRADIC-449533,,False,>0.1.0 <0.1.2 ,n/a
Malicious Package,scroool,https://security.snyk.io/vuln/SNYK-JS-SCROOOL-449523,,False,>0.1.6 <0.1.8 ,n/a
Malicious Package,radicjs,https://security.snyk.io/vuln/SNYK-JS-RADICJS-449524,,False,>0.2.0 <0.2.2 ,n/a
Malicious Package,libubx,https://security.snyk.io/vuln/SNYK-JS-LIBUBX-449529,,False,>1.0.2 <1.0.4 ,n/a
Malicious Package,grunt-radical,https://security.snyk.io/vuln/SNYK-JS-GRUNTRADICAL-449532,,False,>0.0.13 <0.0.15 ,n/a
Malicious Package,precode.js,https://security.snyk.io/vuln/SNYK-JS-PRECODEJS-449526,,False,>1.1.0 <1.1.2 ,n/a
Malicious Package,motiv.scss,https://security.snyk.io/vuln/SNYK-JS-MOTIVSCSS-449528,,False,>0.4.19 <0.4.21 ,n/a
Malicious Package,pm-controls,https://security.snyk.io/vuln/SNYK-JS-PMCONTROLS-449518,,False,>1.1.7 <1.1.9 ,n/a
Malicious Package,geoheat,https://security.snyk.io/vuln/SNYK-JS-GEOHEAT-449535,,False,>1.3.1 <1.3.3 ,n/a
Malicious Package,ng-ui-library,https://security.snyk.io/vuln/SNYK-JS-NGUILIBRARY-449527,,False,>1.0.986 <1.0.988 ,n/a
Malicious Package,leaflet-gpx,https://security.snyk.io/vuln/SNYK-JS-LEAFLETGPX-449530,,False,>1.0.0 <1.0.2 ,n/a
Information Exposure,cordova-android,https://security.snyk.io/vuln/SNYK-JS-CORDOVAANDROID-174935,CVE-2016-6799,False,<6.0.0 ,https://github.com/apache/cordova-android/commit/4a0a7bc424fae14c9689f4a8a2dc250ae3a47f82
Cross-site Scripting (XSS),dojo,https://security.snyk.io/vuln/SNYK-JS-DOJO-174934,CVE-2010-2273,False,>=1.0.0 <1.0.3 >=1.1.0 <1.1.2 >=1.2.0 <1.2.4 >=1.3.0 <1.3.3 >=1.4.0 <1.4.2 ,n/a
Cross-site Scripting (XSS),dojo,https://security.snyk.io/vuln/SNYK-JS-DOJO-174933,CVE-2015-5654,False,<1.2.0 ,n/a
