,Title,Package Name,Details Page,CVE,Affected Version
1029,Malicious Package in soket.io,soket.io,https://github.com//advisories/GHSA-wp2p-q35g-3rjj,,>= 0
1030,Malicious Package in soket.js,soket.js,https://github.com//advisories/GHSA-x6gq-467r-hwcc,,>= 0
1031,Malicious Package in foever,foever,https://github.com//advisories/GHSA-j3qq-qvc8-c6g7,,>= 0
1032,Prototype Pollution in merge-objects,merge-objects,https://github.com//advisories/GHSA-992f-wf4w-x36v,,>= 0.0.0
1033,NoSQL injection in express-cart,express-cart,https://github.com//advisories/GHSA-f5cv-xrv9-r8w7,,<= 1.1.7
1034,Missing Origin Validation in browserify-hmr,browserify-hmr,https://github.com//advisories/GHSA-77q4-m83q-w76v,CVE-2018-14730,< 0.4.0
1035,Command Injection in ascii-art,ascii-art,https://github.com//advisories/GHSA-9hqj-38j2-5jgm,,<= 1.4.2
1036,Command Injection in samsung-remote,samsung-remote,https://github.com//advisories/GHSA-xhjx-mfr6-9rr4,,< 1.3.5
1037,Malicious Package in flatmap-stream,flatmap-stream,https://github.com//advisories/GHSA-9x64-5r7x-2q53,,= 0.1.1
1038,Entropy Backdoor in text-qrcode,text-qrcode,https://github.com//advisories/GHSA-h5vj-f7r9-w564,,>= 0.0.0
1039,Cross-Site Scripting in buefy,buefy,https://github.com//advisories/GHSA-xwqw-rf2q-xmhf,,< 0.7.2
1040,Cross-Site Scripting in md-data-table,md-data-table,https://github.com//advisories/GHSA-hgr5-82rc-p936,,>= 0.0.0
1041,Denial of Service in markdown-it-toc-and-anchor,markdown-it-toc-and-anchor,https://github.com//advisories/GHSA-x6m6-5hrf-fh6r,,< 4.2.0
1042,Cross-Site Scripting in jingo,jingo,https://github.com//advisories/GHSA-mpjf-8cmf-p789,,< 1.9.2
1043,Cross-Site Scripting in mermaid,mermaid,https://github.com//advisories/GHSA-w32g-5hqp-gg6q,,< 8.2.3
1044,Sensitive Data Exposure in rails-session-decoder,rails-session-decoder,https://github.com//advisories/GHSA-44vf-8ffm-v2qh,,>= 0.0.0
1045,Remote Code Execution in pomelo-monitor,pomelo-monitor,https://github.com//advisories/GHSA-m5ch-gx8g-rg73,,>= 0.0.0
1046,Sandbox Breakout / Arbitrary Code Execution in static-eval,static-eval,https://github.com//advisories/GHSA-x9hc-rw35-f44h,,<= 2.0.1
1047,Remote Code Execution in office-converter,office-converter,https://github.com//advisories/GHSA-9p64-h5q4-phpm,,>= 0.0.0
1048,Cross-Site Scripting in semantic-ui-search,semantic-ui-search,https://github.com//advisories/GHSA-p9vv-3945-x93h,,>= 0
1049,Malicious Package in commander-js,commander-js,https://github.com//advisories/GHSA-2hqf-qqmq-pgpp,,>= 0.0.0
1050,Malicious Package in rrgod,rrgod,https://github.com//advisories/GHSA-277p-xwpp-3jf7,,>= 0.0.0
1051,Malicious Package in portionfatty12,portionfatty12,https://github.com//advisories/GHSA-p8fm-w787-x6x3,,>= 0.0.0
1052,Sandbox Breakout / Arbitrary Code Execution in sandbox,sandbox,https://github.com//advisories/GHSA-fm4j-4xhm-xpwx,,>= 0.0.0
1053,NoSQL Injection in loopback-connector-mongodb,loopback-connector-mongodb,https://github.com//advisories/GHSA-hxwc-5vw9-2w4w,,<= 3.5.0
1054,Cross-Site Scripting in bootstrap-vue,bootstrap-vue,https://github.com//advisories/GHSA-c7pp-x73h-4m2v,,<= 2.0.0-rc.11
1055,Improper Authorization in loopback,loopback,https://github.com//advisories/GHSA-8wgc-jjvv-cv6v,,"<= 2.39.2>= 3.0.0, <= 3.21.0"
1056,Remote Code Execution in pi_video_recording,pi_video_recording,https://github.com//advisories/GHSA-9wjh-jr2j-6r4x,,>= 0
1057,Malicious Package in stream-combine,stream-combine,https://github.com//advisories/GHSA-w6xj-45gv-fw35,,= 2.0.2
1058,Arbitrary File Overwrite in decompress-zip,decompress-zip,https://github.com//advisories/GHSA-73v8-v6g4-vrpm,,"< 0.2.2>= 0.3.0, < 0.3.2"
1059,Denial of Service in serialize-to-js,serialize-to-js,https://github.com//advisories/GHSA-w5q7-3pr9-x44w,,< 2.0.0
1060,Improper Authorization in googleapis,googleapis,https://github.com//advisories/GHSA-7543-mr7h-6v86,,< 39.1.0
1061,Command Injection in tomato,tomato,https://github.com//advisories/GHSA-wqhw-frpx-5mmp,,>= 0
1062,Prototype Pollution in smart-extend,smart-extend,https://github.com//advisories/GHSA-f8h3-rqrm-47v9,,>= 0
1063,Cross-Site Scripting in harp,harp,https://github.com//advisories/GHSA-cx7r-634m-2q2h,,>= 0
1064,Cross-Site Scripting in express-cart,express-cart,https://github.com//advisories/GHSA-9pr3-7449-977r,,>= 0
1065,Unauthorized File Access in glance,glance,https://github.com//advisories/GHSA-vw7g-jq9m-3q9v,,< 3.0.7
1066,Cross-Site Scripting in buttle,buttle,https://github.com//advisories/GHSA-pqpp-2363-649v,,>= 0
1067,Arbitrary JavaScript Execution in typed-function,typed-function,https://github.com//advisories/GHSA-3qh4-r86r-grvm,CVE-2017-1001004,< 0.10.6
1068,Use-After-Free in puppeteer,puppeteer,https://github.com//advisories/GHSA-c2gp-86p4-5935,CVE-2019-5786,< 1.13.0
1069,Command Injection in cocos-utils,cocos-utils,https://github.com//advisories/GHSA-rffp-mc78-wjf7,,>= 0
1070,Insecure Default Configuration in graphql-code-generator,graphql-code-generator,https://github.com//advisories/GHSA-9w87-4j72-gcv7,,< 0.18.2
1071,HTML Injection in preact,preact,https://github.com//advisories/GHSA-cg48-9hh2-x6mx,,">= 10.0.0-alpha.0, <= 10.0.0-beta.0"
1072,Malicious Package in 4equest,4equest,https://github.com//advisories/GHSA-p33q-w45h-2hcj,,>= 0
1073,Malicious Package in jajajejejiji,jajajejejiji,https://github.com//advisories/GHSA-rggq-f2wf-m6cp,,>= 0
1074,Malicious Package in wepack-cli,wepack-cli,https://github.com//advisories/GHSA-fpw3-x4xq-6vxq,,>= 0
1075,Malicious Package in asinc,asinc,https://github.com//advisories/GHSA-87qw-7v97-w34r,,>= 0
1076,Malicious Package in asynnc,asynnc,https://github.com//advisories/GHSA-5fm9-jmv7-fcx5,,>= 0
1077,Malicious Package in asymc,asymc,https://github.com//advisories/GHSA-x6ch-c6rv-f7wh,,>= 0
1078,Malicious Package in asyync,asyync,https://github.com//advisories/GHSA-rm7c-x424-g2mw,,>= 0
1079,Malicious Package in aasync,aasync,https://github.com//advisories/GHSA-9mjp-gv34-3jcf,,>= 0
1080,Malicious Package in asnc,asnc,https://github.com//advisories/GHSA-2p99-6f47-8x9j,,>= 0
1081,Malicious Package in asycn,asycn,https://github.com//advisories/GHSA-h26f-j4mv-84g7,,>= 0
1082,Malicious Package in asnyc,asnyc,https://github.com//advisories/GHSA-v99v-xgjx-7m7g,,>= 0
1083,Malicious Package in aysnc,aysnc,https://github.com//advisories/GHSA-gfjr-xqhm-qvv3,,>= 0
1084,Malicious Package in momen,momen,https://github.com//advisories/GHSA-h5vm-jhq7-w647,,>= 0
1085,Malicious Package in commnader,commnader,https://github.com//advisories/GHSA-855m-jchh-9qjc,,>= 0
1086,Malicious Package in exprss,exprss,https://github.com//advisories/GHSA-6qc7-jgq7-34rf,,>= 0
1087,Malicious Package in experss,experss,https://github.com//advisories/GHSA-mmph-wp49-r48h,,>= 0
1088,Malicious Package in eact,eact,https://github.com//advisories/GHSA-pmgv-94f5-6w7w,,>= 0
1089,Malicious Package in chak,chak,https://github.com//advisories/GHSA-9q9m-m2f6-jr5q,,>= 0
1090,Malicious Package in calk,calk,https://github.com//advisories/GHSA-9mmw-3fmh-96g3,,>= 0
1091,Malicious Package in requestt,requestt,https://github.com//advisories/GHSA-2563-83p7-f34p,,>= 0
1092,Malicious Package in requeest,requeest,https://github.com//advisories/GHSA-8vj3-jgcf-77jv,,>= 0
1093,Malicious Package in requesst,requesst,https://github.com//advisories/GHSA-6c37-2rw5-9j7x,,>= 0
1094,Malicious Package in requuest,requuest,https://github.com//advisories/GHSA-frxq-v7fm-m4pv,,>= 0
1095,Malicious Package in reqquest,reqquest,https://github.com//advisories/GHSA-4jfq-q299-g4cr,,>= 0
1096,Malicious Package in reequest,reequest,https://github.com//advisories/GHSA-rw4r-h883-8pf9,,>= 0
1097,Malicious Package in reques,reques,https://github.com//advisories/GHSA-g8jc-mm3c-cwhj,,>= 0
1098,Malicious Package in rrequest,rrequest,https://github.com//advisories/GHSA-wc7q-qpm4-8pqv,,>= 0
1099,Malicious Package in requet,requet,https://github.com//advisories/GHSA-h44f-769q-j6px,,>= 0
1100,Malicious Package in requst,requst,https://github.com//advisories/GHSA-8qx4-r7fx-xc4v,,>= 0
1101,Malicious Package in reuest,reuest,https://github.com//advisories/GHSA-r863-p739-275c,,>= 0
1102,Malicious Package in equest,equest,https://github.com//advisories/GHSA-mvch-rh6h-2m47,,>= 0
1103,Malicious Package in requets,requets,https://github.com//advisories/GHSA-f3pc-c2gf-hvgw,,>= 0
1104,Malicious Package in requset,requset,https://github.com//advisories/GHSA-w7wg-24g3-2c78,,>= 0
1105,Malicious Package in rqeuest,rqeuest,https://github.com//advisories/GHSA-pj97-j597-ppm7,,>= 0
1106,Malicious Package in erquest,erquest,https://github.com//advisories/GHSA-4pmg-jgm5-3jg6,,>= 0
1107,Malicious Package in carloprojectlesang,carloprojectlesang,https://github.com//advisories/GHSA-qj2g-642f-4jrv,,>= 0
1108,Malicious Package in discord_debug_log,discord_debug_log,https://github.com//advisories/GHSA-5x8q-gj67-rhf2,,>= 0
1109,Cross-Site Scripting in wangeditor,wangeditor,https://github.com//advisories/GHSA-g7mw-5cq6-fv82,,>= 0
1110,Malicious Package in carloprojectdiscord,carloprojectdiscord,https://github.com//advisories/GHSA-9rwj-8mh9-4876,,>= 0
1111,Cross-Site Scripting in google-closure-library,google-closure-library,https://github.com//advisories/GHSA-r9q4-w3fm-wrm2,,< 20190301.0.0
1112,Cross-Site Scripting in jquery-mobile,jquery-mobile,https://github.com//advisories/GHSA-fj93-7wm4-8x2g,,>= 0
1113,Cross-Site Scripting in fomantic-ui,fomantic-ui,https://github.com//advisories/GHSA-788m-pj96-7w2c,,< 2.7.0
1114,Malicious Package in donotinstallthis,donotinstallthis,https://github.com//advisories/GHSA-73hr-6785-f5p8,,>= 0
1115,Sandbox Breakout / Arbitrary Code Execution in value-censorship,value-censorship,https://github.com//advisories/GHSA-xrr6-6ww3-f3qm,,>= 0
1116,Malicious Package in destroyer-of-worlds,destroyer-of-worlds,https://github.com//advisories/GHSA-w3f3-4j22-2v3p,,>= 0
1117,Cross-Site Scripting in ag-grid-community,ag-grid-community,https://github.com//advisories/GHSA-7p6w-x2gr-rrf8,,< 14.0.0
1118,Malicious Package in reqest,reqest,https://github.com//advisories/GHSA-hg5q-rj62-c43g,,>= 0
1119,Malicious Package in saync,saync,https://github.com//advisories/GHSA-pm9v-325f-5g74,,>= 0
1120,Malicious Package in bowee,bowee,https://github.com//advisories/GHSA-wgvj-6v57-wjh3,,>= 0
1121,Malicious Package in bowe,bowe,https://github.com//advisories/GHSA-xmmp-hrmx-x5g7,,>= 0
1122,Malicious Package in whiteproject,whiteproject,https://github.com//advisories/GHSA-8j7x-pr59-m5h8,,>= 0
1123,Malicious Package in browserift,browserift,https://github.com//advisories/GHSA-43vf-2x6g-p2m5,,>= 0
1124,Malicious Package in colro-name,colro-name,https://github.com//advisories/GHSA-jp9g-5x75-ccp8,,>= 0
1125,Malicious Package in colour-string,colour-string,https://github.com//advisories/GHSA-8mmf-qp7j-2w24,,>= 0
1126,Malicious Package in froever,froever,https://github.com//advisories/GHSA-2r8f-2665-3gxq,,>= 0
1127,Malicious Package in hulp,hulp,https://github.com//advisories/GHSA-fqw7-8v6m-2f86,,>= 0
1128,Malicious Package in jqeury,jqeury,https://github.com//advisories/GHSA-4964-cjrr-jg97,,>= 0
1129,Malicious Package in jquerz,jquerz,https://github.com//advisories/GHSA-c6f3-3c98-2j2f,,>= 0
1130,Malicious Package in require-ports,require-ports,https://github.com//advisories/GHSA-qj3g-wfr7-3cv7,,>= 0
1131,Malicious Package in logsymbles,logsymbles,https://github.com//advisories/GHSA-vcg5-9xw6-r56c,,>= 0
1132,Malicious Package in uglyfi-js,uglyfi-js,https://github.com//advisories/GHSA-9xww-fwh9-95c5,,>= 0
1133,Malicious Package in tensorplow,tensorplow,https://github.com//advisories/GHSA-m2fp-c79h-rr79,,>= 0
1134,Malicious Package in yeoman-genrator,yeoman-genrator,https://github.com//advisories/GHSA-fm7r-2pr7-rw2p,,>= 0
1135,Malicious Package in rimrafall,rimrafall,https://github.com//advisories/GHSA-8hq2-fcqm-39hq,,>= 0
1136,Malicious Package in kraken-api,kraken-api,https://github.com//advisories/GHSA-fgfj-rj24-mj7q,,= 0.1.8
1137,Sensitive Data Exposure in loopback,loopback,https://github.com//advisories/GHSA-724c-6vrf-99rq,,"<= 2.41.0>= 3.0.0, <= 3.25.0"
1138,Denial of Service in ipfs-bitswap,ipfs-bitswap,https://github.com//advisories/GHSA-6fcr-9h9g-23fq,,< 0.24.1
1139,Malicious Package in font-scrubber,font-scrubber,https://github.com//advisories/GHSA-65j7-66p7-9xgf,,>= 0
1140,Malicious Package in shrugging-logging,shrugging-logging,https://github.com//advisories/GHSA-qv78-398w-cxp7,,>= 0
1141,Malicious Package in angular-location-update,angular-location-update,https://github.com//advisories/GHSA-53jx-4wwh-gcqj,,= 0.0.3
1142,Malicious Package in angluar-cli,angluar-cli,https://github.com//advisories/GHSA-8mm3-2mcj-cx6r,,>= 0
1143,Malicious Package in commqnder,commqnder,https://github.com//advisories/GHSA-4xgp-xrg3-c73w,,>= 0
1144,Malicious Package in geoheat,geoheat,https://github.com//advisories/GHSA-p32g-242c-76h3,,= 1.3.2
1145,Malicious Package in electron-native-notify,electron-native-notify,https://github.com//advisories/GHSA-j8qr-rvcv-crhv,,>= 0
1146,Malicious Package in ember-power-timepicker,ember-power-timepicker,https://github.com//advisories/GHSA-28f8-hqmc-7ph8,,= 1.0.8
1147,Malicious Package in commmander,commmander,https://github.com//advisories/GHSA-q42c-rrp3-r3xm,,>= 0
1148,Malicious Package in blubird,blubird,https://github.com//advisories/GHSA-rvww-x6m4-4vc2,,>= 0
1149,Malicious Package in epress,epress,https://github.com//advisories/GHSA-vf8q-pw7h-r2x2,,>= 0
1150,Malicious Package in test-module-a,test-module-a,https://github.com//advisories/GHSA-76xq-58hj-vwm2,,>= 0
1151,Malicious Package in github-jquery-widgets,github-jquery-widgets,https://github.com//advisories/GHSA-c722-pv5w-cfg2,,= 0.1.2
1152,Malicious Package in grunt-radical,grunt-radical,https://github.com//advisories/GHSA-4627-w373-375v,,= 0.0.14
1153,Malicious Package in grunt-radic,grunt-radic,https://github.com//advisories/GHSA-9p49-cwh3-4qhf,,= 0.1.1
1154,Malicious Package in precode.js,precode.js,https://github.com//advisories/GHSA-5w4r-wwc3-6qcp,,= 1.1.1
1155,Malicious Package in radic-util,radic-util,https://github.com//advisories/GHSA-8qh7-xw58-3ww7,,= 1.0.2
1156,Malicious Package in scroool,scroool,https://github.com//advisories/GHSA-p7w2-mc6m-mfx2,,= 0.1.7
1157,Malicious Package in ngx-pica,ngx-pica,https://github.com//advisories/GHSA-76wf-2xcf-6wmx,,= 1.1.5
1158,Malicious Package in pm-controls,pm-controls,https://github.com//advisories/GHSA-84qj-9qf2-q92r,,= 1.1.8
1159,Malicious Package in radicjs,radicjs,https://github.com//advisories/GHSA-56r9-v65c-34jm,,= 0.2.1
1160,Malicious Package in leaflet-gpx,leaflet-gpx,https://github.com//advisories/GHSA-gjc9-932x-c59p,,= 1.0.1
1161,Malicious Package in libubx,libubx,https://github.com//advisories/GHSA-m7xv-7p93-g6q8,,= 1.0.3
1162,Malicious Package in jekyll-for-github-projects,jekyll-for-github-projects,https://github.com//advisories/GHSA-j5qg-46p9-w2rp,,= 0.2.12
1163,Malicious Package in react-datepicker-plus,react-datepicker-plus,https://github.com//advisories/GHSA-4wcx-c9c4-89p2,,">= 2.4.2, <= 2.4.3"
1164,Malicious Package in ng-ui-library,ng-ui-library,https://github.com//advisories/GHSA-2xw5-3767-qxvm,,= 1.0.987
1165,Malicious Package in motiv.scss,motiv.scss,https://github.com//advisories/GHSA-2vqq-jgxx-fxjc,,= 0.4.20
1166,Malicious Package in mx-nested-menu,mx-nested-menu,https://github.com//advisories/GHSA-48hw-37g6-3gw4,,= 0.1.30
1167,SQL Injection in sails-mysql,sails-mysql,https://github.com//advisories/GHSA-hx5x-49mm-vmhw,,< 0.10.8
1168,Malicious Package in vue-backbone,vue-backbone,https://github.com//advisories/GHSA-5635-9mvj-r6hp,,= 0.1.2
1169,Malicious Package in maleficent,maleficent,https://github.com//advisories/GHSA-cr5w-6rv4-r2qg,,>= 0
1170,Command Injection in expressfs,expressfs,https://github.com//advisories/GHSA-mxmj-84q8-34r7,,>= 0
1171,Command Injection in node-wifi,node-wifi,https://github.com//advisories/GHSA-4x6x-782q-jfc4,,< 2.0.12
1172,Command Injection in addax,addax,https://github.com//advisories/GHSA-4q8f-5xxj-946r,,< 1.1.0
1173,Command Injection in soletta-dev-app,soletta-dev-app,https://github.com//advisories/GHSA-8mgg-5x65-m4m4,,>= 0
1174,Unauthorized File Access in atompm,atompm,https://github.com//advisories/GHSA-v86x-f47q-f7f4,,< 0.8.2
1175,Denial of Service in node-sass,node-sass,https://github.com//advisories/GHSA-9v62-24cr-58cx,,">= 3.3.0, < 4.13.1"
1176,Command Injection in wxchangba,wxchangba,https://github.com//advisories/GHSA-j6v9-xgvh-f796,,>= 0.0.0
1177,Incorrect Calculation in bigint-money,bigint-money,https://github.com//advisories/GHSA-9r3m-mhfm-39cm,,< 0.6.2
1178,SQL Injection in resquel,resquel,https://github.com//advisories/GHSA-crpm-fm48-chj7,,>= 0
1179,Information Exposure in cordova-android,cordova-android,https://github.com//advisories/GHSA-gwpf-62xp-vrg6,CVE-2016-6799,< 6.0.0
1180,Path Traversal in serve,serve,https://github.com//advisories/GHSA-48gc-5j93-5cfq,,< 10.1.2
1181,Cross-Site Scripting in serve,serve,https://github.com//advisories/GHSA-xw79-hhv6-578c,,< 10.0.2
1182,Cross-Site Scripting in dojo,dojo,https://github.com//advisories/GHSA-p82g-2xpp-m5r3,CVE-2015-5654,< 1.2.0
1183,User Impersonation in converse.js,converse.js,https://github.com//advisories/GHSA-w973-2qcc-p78x,CVE-2017-5858,"< 1.0.7>= 2.0.0, < 2.0.5"
1184,Cross-Site Scripting in swagger-ui,swagger-ui,https://github.com//advisories/GHSA-4f9m-pxwh-68hg,,< 3.20.9
1185,Command Injection in wizard-syncronizer,wizard-syncronizer,https://github.com//advisories/GHSA-wgw3-gf4p-62xc,,>= 0.0.0
1186,Cross-Site Scripting in diagram-js,diagram-js,https://github.com//advisories/GHSA-8fw4-xh83-3j6q,,"< 2.6.2>= 3.0.0, < 3.3.1"
1187,Cross-Site Scripting in swagger-ui,swagger-ui,https://github.com//advisories/GHSA-388g-jwpg-x6j4,,< 3.0.13
1188,Cross-Site Scripting in diagram-js-direct-editing,diagram-js-direct-editing,https://github.com//advisories/GHSA-j8r2-2x94-2q67,,< 1.4.3
1189,Cross-Site Scripting in swagger-ui,swagger-ui,https://github.com//advisories/GHSA-vp93-gcx5-4w52,,< 2.2.1
1190,Cross-Site Scripting in swagger-ui,swagger-ui,https://github.com//advisories/GHSA-22q9-hqm5-mhmc,,< 2.2.1
1191,SQL Injection in untitled-model,untitled-model,https://github.com//advisories/GHSA-hq8g-qq57-5275,,>= 0
1192,Cross-Site Scripting in swagger-ui,swagger-ui,https://github.com//advisories/GHSA-w992-2gmj-9xxj,,< 2.2.1
1193,Cross-Site Scripting in serve,serve,https://github.com//advisories/GHSA-cpgr-wmr9-qxv4,,< 10.0.2
1194,Cross-Site Scripting in node-red,node-red,https://github.com//advisories/GHSA-5g6j-8hv4-vfgj,,< 0.18.6
1195,Prototype Pollution in mergify,mergify,https://github.com//advisories/GHSA-3f95-w5h5-fq86,,>= 0
1196,Command Injection in entitlements,entitlements,https://github.com//advisories/GHSA-g8vp-6hv4-m67c,,< 1.3.0
1197,Path Traversal in bruteser,bruteser,https://github.com//advisories/GHSA-v7cp-5326-54fh,,< 0.1.0
1198,Path Traversal in ponse,ponse,https://github.com//advisories/GHSA-wfhx-6pcm-7m55,,< 2.0.2
1199,Command Injection in pullit,pullit,https://github.com//advisories/GHSA-8px5-63x9-5c7p,,< 1.4.0
1200,Sensitive Data Exposure in put,put,https://github.com//advisories/GHSA-v6gv-fg46-h89j,,>= 0
1201,Path Traversal in file-static-server,file-static-server,https://github.com//advisories/GHSA-qjfh-xc44-rm9x,,>= 0.0.0
1202,Malicious Package in smartsearchwp,smartsearchwp,https://github.com//advisories/GHSA-fgp6-8g62-qx6w,,>= 0
1203,Arbitrary Code Execution in require-node,require-node,https://github.com//advisories/GHSA-8j6j-4h2c-c65p,,"< 1.3.4> 2.0.0, < 2.0.4"
1204,Cross-Site Scripting in @berslucas/liljs,@berslucas/liljs,https://github.com//advisories/GHSA-c53x-wwx2-pg96,,< 1.0.2
1205,Command Injection in local-devices,local-devices,https://github.com//advisories/GHSA-w725-67p7-xv22,,< 3.0.0
1206,Cross-Site Scripting in @ionic/core,@ionic/core,https://github.com//advisories/GHSA-r3xc-47qg-h929,,"< 4.0.3>= 4.1.0, < 4.1.3>= 4.2.0, < 4.2.1>= 4.3.0, < 4.3.1"
1207,Malicious Package in rpc-websocket,rpc-websocket,https://github.com//advisories/GHSA-x87g-rgrh-r6g3,,>= 0.7.7
1208,Cross-Site Scripting in eco,eco,https://github.com//advisories/GHSA-r32x-jhw5-g48p,,>= 0.0.0
1209,Path Traversal in zero,zero,https://github.com//advisories/GHSA-crf7-fvjx-863q,,< 1.0.6
1210,Cross-Site Scripting in graylog-web-interface,graylog-web-interface,https://github.com//advisories/GHSA-9qgh-7pgp-hp7r,,>= 0.0.0
1211,Open Redirect in apostrophe,apostrophe,https://github.com//advisories/GHSA-h97g-4mx7-5p2p,,< 2.92.0
1212,Sandbox Breakout / Arbitrary Code Execution in safe-eval,safe-eval,https://github.com//advisories/GHSA-9pcf-h8q9-63f6,,>= 0.0.0
1213,Undefined Behavior in zencashjs,zencashjs,https://github.com//advisories/GHSA-xfrc-7mj2-5xh9,,< 1.2.0
1214,Cross-Site Scripting in bleach,bleach,https://github.com//advisories/GHSA-5634-rv46-48jf,,>= 0.0.0
1215,Cross-Site Scripting in jquery.json-viewer,jquery.json-viewer,https://github.com//advisories/GHSA-v9wp-8r97-v6xg,,< 1.3.0
1216,Path Traversal in restify-swagger-jsdoc,restify-swagger-jsdoc,https://github.com//advisories/GHSA-gvff-25cc-4f66,,< 3.2.1
1217,Cross-Site Scripting in takeapeek,takeapeek,https://github.com//advisories/GHSA-4q2f-8g74-qm56,,>= 0.0.0
1218,Reverse Tabnabbing in quill,quill,https://github.com//advisories/GHSA-588m-9qg5-35pq,,< 1.3.7
1219,Malicious Package in malicious-do-not-install,malicious-do-not-install,https://github.com//advisories/GHSA-6879-xr95-5gf4,,>= 0.0.0
1220,Malicious Package in leetlog,leetlog,https://github.com//advisories/GHSA-gfm8-g3vm-53jh,,>= 0.1.2
1221,Malicious Package in maybemaliciouspackage,maybemaliciouspackage,https://github.com//advisories/GHSA-m9r7-q9fc-qwx5,,>= 0.0.0
1222,Malicious Package in my-very-own-package,my-very-own-package,https://github.com//advisories/GHSA-crr2-ph72-c52g,,>= 0.0.0
1223,Malicious Package in only-test-not-install,only-test-not-install,https://github.com//advisories/GHSA-g9wf-393q-4w38,,>= 0.0.0
1224,Malicious Package in ali-contributor,ali-contributor,https://github.com//advisories/GHSA-h3m2-h22h-695r,,>= 0.0.0
1225,Malicious Package in ali-contributors,ali-contributors,https://github.com//advisories/GHSA-8m5v-f2wp-wqr9,,>= 0.0.0
1226,Malicious Package in alico,alico,https://github.com//advisories/GHSA-jfx5-7mr2-g8hg,,>= 0.0.0
1227,Malicious Package in alipayjsapi,alipayjsapi,https://github.com//advisories/GHSA-rjhc-w3fj-j6x9,,>= 0.0.0
1228,Malicious Package in antd-cloud,antd-cloud,https://github.com//advisories/GHSA-j4vm-hg8g-g9qv,,>= 0.0.0
1229,Malicious Package in appx-compiler,appx-compiler,https://github.com//advisories/GHSA-8q2c-2396-hf7j,,>= 0.0.0
1230,Malicious Package in diamond-clien,diamond-clien,https://github.com//advisories/GHSA-86gv-xpwv-jprc,,>= 0.0.0
1231,Malicious Package in cicada-render,cicada-render,https://github.com//advisories/GHSA-6m6m-j2hm-pxrg,,>= 0.0.0
1232,Malicious Package in hpmm,hpmm,https://github.com//advisories/GHSA-vxfp-qmpq-6826,,>= 0.0.0
1233,Malicious Package in hsf-clients,hsf-clients,https://github.com//advisories/GHSA-g5q2-fcg9-j526,,>= 0.0.0
1234,Malicious Package in luna-mock,luna-mock,https://github.com//advisories/GHSA-qm4q-f956-fg64,,>= 0.0.0
1235,Malicious Package in midway-dataproxy,midway-dataproxy,https://github.com//advisories/GHSA-mq9h-cwc2-6j5r,,>= 0.0.0
1236,Malicious Package in midway-xtpl,midway-xtpl,https://github.com//advisories/GHSA-w65v-hx54-xrqx,,>= 0.0.0
1237,Malicious Package in node-buc,node-buc,https://github.com//advisories/GHSA-x3m6-rprw-862w,,>= 0.0.0
1238,Malicious Package in retcodelog,retcodelog,https://github.com//advisories/GHSA-j8hw-49gg-vq3w,,>= 0.0.0
1239,Malicious Package in qingting,qingting,https://github.com//advisories/GHSA-559q-92vx-xvjp,,>= 0.0.0
1240,Malicious Package in river-mock,river-mock,https://github.com//advisories/GHSA-2h3x-95c6-885r,,>= 0.0.0
1241,Malicious Package in secure_identity_login_module,secure_identity_login_module,https://github.com//advisories/GHSA-59x8-7wx6-4hj9,,>= 0.0.0
1242,Malicious Package in tiar,tiar,https://github.com//advisories/GHSA-4hjg-w3ww-38c6,,>= 0.0.0
1243,Prototype Pollution in lodash.merge,lodash.merge,https://github.com//advisories/GHSA-h726-x36v-rx45,,< 4.6.2
1244,Prototype Pollution in lodash.merge,lodash.merge,https://github.com//advisories/GHSA-2m96-9w4j-wgv7,,< 4.6.1
1245,Prototype Pollution in lodash.defaultsdeep,lodash.defaultsdeep,https://github.com//advisories/GHSA-h5mp-5q4p-ggf5,,< 4.6.1
1246,Prototype Pollution in lodash.mergewith,lodash.mergewith,https://github.com//advisories/GHSA-5947-m4fg-xhqg,,< 4.6.1
1247,Prototype Pollution in lodash.defaultsdeep,lodash.defaultsdeep,https://github.com//advisories/GHSA-46fh-8fc5-xcwx,,< 4.6.1
1248,Prototype Pollution in lodash.mergewith,lodash.mergewith,https://github.com//advisories/GHSA-779f-wgxg-qr8f,,< 4.6.2
1249,Malicious Package in sdfjghlkfjdshlkjdhsfg,sdfjghlkfjdshlkjdhsfg,https://github.com//advisories/GHSA-gcfc-mgg3-8j2c,,>= 0.0.0
1250,Malicious Package in deasyncp,deasyncp,https://github.com//advisories/GHSA-qfc9-x7gv-27jr,,>= 0.0.0
1251,Malicious Package in nodes.js,nodes.js,https://github.com//advisories/GHSA-38vq-cjh5-vw7x,,>= 0.0.0
1252,Local File Inclusion in domokeeper,domokeeper,https://github.com//advisories/GHSA-cr67-78jr-j94p,,>= 0.0.0
1253,Regular Expression Denial of Service in marked,marked,https://github.com//advisories/GHSA-ch52-vgq2-943f,,">= 0.4.0, < 0.7.0"
1254,Cross-Site Scripting in bpmn-js-properties-panel,bpmn-js-properties-panel,https://github.com//advisories/GHSA-vpj4-89q8-rh38,,< 0.31.0
1255,Cross-Site Scripting in cmmn-js-properties-panel,cmmn-js-properties-panel,https://github.com//advisories/GHSA-vmh4-322v-cfpc,,< 0.8.0
1256,Cross-Site Scripting in dmn-js-properties-panel,dmn-js-properties-panel,https://github.com//advisories/GHSA-h9wr-xr4r-66fh,,< 0.3.0
