Vulnerability,Package Name,Details Page,CVE,POC Available,Affected Version,Github Link
Cross-site Scripting (XSS),inline-source,https://security.snyk.io/vuln/SNYK-JS-INLINESOURCE-72623,,False,<6.1.7 ,https://github.com/popeindustries/inline-source/commit/39e0fbaf6e2d2bd08c1835ecb452b02611a10aa7
Cross-site Scripting (XSS),serve-handler,https://security.snyk.io/vuln/SNYK-JS-SERVEHANDLER-72615,,False,<5.0.3 ,https://github.com/zeit/serve-handler/commit/65b4d4183a31a8076c78c40118acb0ca1b64f620
Improper Verification of Signature,samlify,https://security.snyk.io/vuln/SNYK-JS-SAMLIFY-72614,,False,<2.4.0 ,https://github.com/tngan/samlify/pull/211/commits/31a19a73c031d35ebcc7c8e4186711fb7df8ffed
Directory Traversal,kindeditor,https://security.snyk.io/vuln/SNYK-JS-KINDEDITOR-72563,CVE-2018-18950,False,* ,
Denial of Service (DoS),apollo-upload-server,https://security.snyk.io/vuln/SNYK-JS-APOLLOUPLOADSERVER-72544,,False,<7.0.0 ,https://github.com/jaydenseric/graphql-upload/commit/c7567eaead04f14a100db772ba8c384f5eab4a89
Denial of Service (DoS),graphql-upload,https://security.snyk.io/vuln/SNYK-JS-GRAPHQLUPLOAD-72543,,False,<7.0.0 ,https://github.com/jaydenseric/graphql-upload/commit/c7567eaead04f14a100db772ba8c384f5eab4a89
Denial of Service (DoS),apollo-upload-server,https://security.snyk.io/vuln/SNYK-JS-APOLLOUPLOADSERVER-72542,,False,<7.0.0 ,https://github.com/jaydenseric/graphql-upload/commit/d933887a5439c19509fb6b224d46d831b3b6cbd9
Denial of Service (DoS),graphql-upload,https://security.snyk.io/vuln/SNYK-JS-GRAPHQLUPLOAD-72541,,False,<7.0.0 ,https://github.com/jaydenseric/graphql-upload/commit/d933887a5439c19509fb6b224d46d831b3b6cbd9
Arbitrary Code Injection,jstree,https://security.snyk.io/vuln/SNYK-JS-JSTREE-72490,,False,<3.3.7 ,https://github.com/vakata/jstree/commit/2a08acf1f95e1a156ebb7a5408f1b9470940fe3a
Denial of Service (DoS),rrule,https://security.snyk.io/vuln/SNYK-JS-RRULE-72455,,False,<2.6.0 ,https://github.com/jakubroztocil/rrule/commit/a906fdd973f09c078bae2da8b9b38d3de4230cca
Denial of Service (DoS),rrule,https://security.snyk.io/vuln/SNYK-JS-RRULE-72421,,False,<2.5.6 ,https://github.com/jakubroztocil/rrule/commit/eab930c35b74f79ad0dd6e7474a847d5179ff169
Authentication Bypass,passport-saml,https://security.snyk.io/vuln/SNYK-JS-PASSPORTSAML-72411,,False,<1.0.0 ,https://github.com/bergie/passport-saml/commit/f7aab5c0e071827956484b094e59b72b22dd8309
SQL Injection,express-cart,https://security.snyk.io/vuln/SNYK-JS-EXPRESSCART-72404,,False,<1.1.8 ,https://github.com/mrvautin/expressCart/commit/b2234ef4f28225bb42f74bf6cf33759048aba518
Cross-site Scripting (XSS),react-tooltip,https://security.snyk.io/vuln/SNYK-JS-REACTTOOLTIP-72363,,False,<3.8.1 ,https://github.com/wwayne/react-tooltip/commit/cb16d97d107454a304f1bf09102907374a5baffb
Arbitrary Command Injection,ascii-art,https://security.snyk.io/vuln/SNYK-JS-ASCIIART-72306,,False,<1.4.4 ,
Cross-site Scripting (XSS),dojo,https://security.snyk.io/vuln/SNYK-JS-DOJO-72305,CVE-2018-1000665,False,>=1.14.0-pre <1.14.0 >=1.13.0 <1.13.1 >=1.12.1 <1.12.4 >=1.11.0-rc1 <1.11.6 <1.10.10 ,https://github.com/dojo/dojo/commit/9117ffd5a3863e44c92fcd58564c0da22be858f4
Arbitrary Command Injection,samsung-remote,https://security.snyk.io/vuln/SNYK-JS-SAMSUNGREMOTE-72278,,False,<1.3.5 ,
Denial of Service (DoS),mem,https://security.snyk.io/vuln/npm:mem:20180117,,False,<4.0.0 ,https://github.com/sindresorhus/mem/commit/da4e4398cb27b602de3bd55f746efa9b4a31702b
Cross-site Scripting (XSS),mergely,https://security.snyk.io/vuln/npm:mergely:20180623,,False,<4.0.5 ,https://github.com/wickedest/Mergely/commit/217674cd078ea6d7d3cb6694e4f272d76daf3a75
Cross-site Scripting (XSS),node-red,https://security.snyk.io/vuln/npm:node-red:20180511,,False,<0.18.6 ,
Arbitrary Command Injection,entitlements,https://security.snyk.io/vuln/npm:entitlements:20180718,,False,<1.3.0 ,
Directory Traversal,ponse,https://security.snyk.io/vuln/npm:ponse:20180718,,False,<2.0.3 ,https:\u002F\u002Fgithub.com\u002Fcoderaiser\u002Fponse\u002Fcommit\u002F9b3d6ca9cea1236fe8742e0f962037c4bcb291e9)\
Cross-site Scripting (XSS),jplayer,https://security.snyk.io/vuln/npm:jplayer:20180814,CVE-2013-2022,False,<2.3.0 ,
Cross-site Scripting (XSS),jplayer,https://security.snyk.io/vuln/npm:jplayer:20180813,CVE-2013-2023,False,<2.3.2 ,https://github.com/jplayer/jPlayer/commit/8ccc429598d62eebe9f65a0a4e6fd406a123c8b4
Cross-site Scripting (XSS),jplayer,https://security.snyk.io/vuln/npm:jplayer:20130511,CVE-2013-1942,False,<2.2.20 ,
Cross-site Scripting (XSS),dojo,https://security.snyk.io/vuln/npm:dojo:20180818,CVE-2018-5673,False,<1.10.10 >=1.11.0 <1.11.6 >=1.12.0 <1.12.4 >=1.13.0 <1.13.1 ,https://github.com/dojo/dojo/commit/33eb767c477c6953446d9af8f5229d44d3dd8500
Access Restriction Bypass,angular-jwt,https://security.snyk.io/vuln/npm:angular-jwt:20180605,CVE-2018-11537,False,<0.1.10 ,
Regular Expression Denial of Service (ReDoS),slugify,https://security.snyk.io/vuln/npm:slugify:20180805,,False,<1.3.1 ,"https:\u002F\u002Fgithub.com\u002Fsimov\u002Fslugify\u002Fcommit\u002Fe8f8a694c0839c77e53e336616b1e6e3b1c7feab)"",severity:""medium"",packageName:e,packageManager:f,publicationTime:g,disclosureTime:g,credit:[h],identifiers:{ALTERNATIVE:[""SNYK-JS-SLUGIFY-11130""],CVE:[],CWE:[""CWE-400""]},semver:{vulnerable:[i]},CVSSv3:""CVSS:3.1\u002FAV:N\u002FAC:L\u002FPR:N\u002FUI:N\u002FS:U\u002FC:N\u002FI:N\u002FA:L"",cvssScore:5.3,language:""js"",socialTrendAlert:c,proprietary:c,breadcrumbItems:[{url:""\u002Fvulns"",label:""Snyk Vulnerability Database""},{label:f,url:""\u002Fvulns?type=npm""},{label:e,testHook:""filter""}],vulnDescription:{Overview:""\u003Cp\u003E\u003Ca href=\""https:\u002F\u002Fwww.npmjs.com\u002Fpackage\u002Fslugify\""\u003E\u003Ccode\u003Eslugify\u003C\u002Fcode\u003E\u003C\u002Fa\u003E is a package that slugifies every string.\u003C\u002Fp\u003"
Time of Check Time of Use (TOCTOU),chownr,https://security.snyk.io/vuln/npm:chownr:20180731,CVE-2017-18869,False,<1.1.0 ,
Information Exposure,superagent,https://security.snyk.io/vuln/npm:superagent:20181108,,False,<3.8.1 ,https://github.com/visionmedia/superagent/commit/087edaf15cac51f69ae6346c431f40627aff0ff4
Uninitialized Memory Exposure,utile,https://security.snyk.io/vuln/npm:utile:20180614,,False,* ,
Directory Traversal,file-static-server,https://security.snyk.io/vuln/npm:file-static-server:20180614,,False,* ,
Uninitialized Memory Exposure,put,https://security.snyk.io/vuln/npm:put:20180614,,False,* ,
Cross-site Scripting (XSS),statics-server,https://security.snyk.io/vuln/npm:statics-server:20180714,CVE-2018-3771,True,* ,
Cross-site Scripting (XSS),angular-redactor,https://security.snyk.io/vuln/npm:angular-redactor:20180705,CVE-2018-13339,False,* ,
Malicious Package,eslint-config-eslint,https://security.snyk.io/vuln/SNYK-JS-ESLINTCONFIGESLINT-72491,,False,=5.0.2 ,
Malicious Package,eslint-config-airbnb-standard,https://security.snyk.io/vuln/npm:eslint-config-airbnb-standard:20180712,,False,>=2.0.0 <2.1.2 ,
Malicious Package,eslint-scope,https://security.snyk.io/vuln/SNYK-JS-ESLINTSCOPE-11120,,False,=3.7.2 ,
Cross-site Scripting (XSS),medis,https://security.snyk.io/vuln/npm:medis:20171201,CVE-2018-1000536,True,* ,
Denial of Service (DoS),mailparser-mit,https://security.snyk.io/vuln/npm:mailparser-mit:20180625,,False,* ,
Denial of Service (DoS),emailjs-mime-parser,https://security.snyk.io/vuln/npm:emailjs-mime-parser:20180625,,False,<2.0.74 ,https://github.com/emailjs/emailjs-mime-parser/commit/4915907c53fa8c14e45efca25412abf301785d14
Denial of Service (DoS),mailsplit,https://security.snyk.io/vuln/npm:mailsplit:20180625,,False,<4.2.1 ,
Denial of Service (DoS),mailparser,https://security.snyk.io/vuln/npm:mailparser:20180625,,False,<2.3.0 ,
Denial of Service (DoS),haraka,https://security.snyk.io/vuln/npm:haraka:20180625,,False,<2.8.19 ,"https:\u002F\u002Fgithub.com\u002Fharaka\u002FHaraka\u002Fcommit\u002Fff7646d879b1c21d0cfcd5f1d62eaf607cc452a8)"",severity:""high"",packageName:e,packageManager:f,publicationTime:g,disclosureTime:g,credit:[h],identifiers:{ALTERNATIVE:[""SNYK-JS-HARAKA-11112""],CVE:[],CWE:[""CWE-400""]},semver:{vulnerable:[i]},CVSSv3:""CVSS:3.1\u002FAV:N\u002FAC:L\u002FPR:N\u002FUI:N\u002FS:U\u002FC:N\u002FI:N\u002FA:H"",cvssScore:7.5,language:""js"",socialTrendAlert:b,proprietary:b,breadcrumbItems:[{url:""\u002Fvulns"",label:""Snyk Vulnerability Database""},{label:f,url:""\u002Fvulns?type=npm""},{label:e,testHook:""filter""}],vulnDescription:{Overview:""\u003Cp\u003E\u003Ca href=\""https:\u002F\u002Fwww.npmjs.com\u002Fpackage\u002Fharaka\""\u003E\u003Ccode\u003Eharaka\u003C\u002Fcode\u003E\u003C\u002Fa\u003E is a scalable node.js email server with a modular plugin architecture\u003C\u002Fp\u003"
Regular Expression Denial of Service (ReDoS),platform.js,https://security.snyk.io/vuln/npm:platform.js:20170907,,False,* ,
Regular Expression Denial of Service (ReDoS),node-htmlparser-classic,https://security.snyk.io/vuln/npm:node-htmlparser-classic:20170906,,False,* ,
Regular Expression Denial of Service (ReDoS),underscore.string,https://security.snyk.io/vuln/npm:underscore.string:20170908,,False,>2.4.0 <3.3.6 ,
Cross-site Scripting (XSS),hexo-editor,https://security.snyk.io/vuln/npm:hexo-editor:20180103,,True,* ,
Cross-site Scripting (XSS),electron-markdownify,https://security.snyk.io/vuln/npm:electron-markdownify:20171205,,False,* ,
Regular Expression Denial of Service (ReDoS),ismobilejs,https://security.snyk.io/vuln/SNYK-JS-ISMOBILEJS-72624,,False,<0.5.0 ,https://github.com/kaimallea/isMobile/commit/8a075cf2a58b7e25bbb15827612d49b79f8cd9bc
Uninititialized Memory Exposure,njwt,https://security.snyk.io/vuln/npm:njwt:20180614,,False,<1.0.0 ,
Cross-site Scripting (XSS),oauth2orize-fprm,https://security.snyk.io/vuln/npm:oauth2orize-fprm:20180501,CVE-2018-11647,False,<0.2.1 ,https://github.com/jaredhanson/oauth2orize-fprm/commit/2bf9faee787eb004abbdfb6f4cc2fb06653defd5)
Insecure Randomness,generate-pincode,https://security.snyk.io/vuln/npm:generate-pincode:20180612,,False,<5.0.2 ,https://github.com/zrrrzzt/generate-pincode/commit/79186f4e964cd408766235de051654afab6a81c8
Cross-site Scripting (XSS),bootstrap,https://security.snyk.io/vuln/npm:bootstrap:20180529,CVE-2018-14042,False,<3.4.0 >=4.0.0 <4.1.2 ,https://github.com/twbs/bootstrap/commit/149096016f70fd815540d62c0989fd99cdc809e0
Cross-site Scripting (XSS),bootstrap-sass,https://security.snyk.io/vuln/SNYK-JS-BOOTSTRAPSASS-598772,CVE-2018-14042,False,<3.4.0 ,https://github.com/twbs/bootstrap/commit/149096016f70fd815540d62c0989fd99cdc809e0
Arbitrary Code Execution,express-cart,https://security.snyk.io/vuln/npm:express-cart:20180606,CVE-2018-3758,False,<1.1.7 ,"https:\u002F\u002Fgithub.com\u002Fmrvautin\u002FexpressCart\u002Fcommit\u002F65b18cfe426fa217aa6ada1d4162891883137893)"",severity:""critical"",packageName:e,packageManager:f,publicationTime:""2018-06-06T15:07:50Z"",disclosureTime:""2018-06-06T20:23:41Z"",credit:[g],identifiers:{ALTERNATIVE:[""SNYK-JS-EXPRESSCART-12161""],CVE:[""CVE-2018-3758""],CWE:[""CWE-94""],GHSA:[""GHSA-8h8v-6qqm-fwpq""],NSP:[676]},semver:{vulnerable:[h]},CVSSv3:""CVSS:3.1\u002FAV:N\u002FAC:L\u002FPR:H\u002FUI:N\u002FS:C\u002FC:H\u002FI:H\u002FA:H\u002FE:F\u002FRL:O\u002FRC:C"",cvssScore:9.1,language:""js"",socialTrendAlert:a,proprietary:a,breadcrumbItems:[{url:""\u002Fvulns"",label:""Snyk Vulnerability Database""},{label:f,url:""\u002Fvulns?type=npm""},{label:e,testHook:""filter""}],vulnDescription:{""Overview\r"":""\u003Cp\u003E\u003Ca href=\""https:\u002F\u002Fwww.npmjs.com\u002Fpackage\u002Fexpress-cart\""\u003Eexpress-cart\u003C\u002Fa\u003E is a fully functional shopping cart built in Node.js (Express, MongoDB) with Stripe, PayPal and Authorize.net payments.\u003C\u002Fp\u003"
Cross-site Scripting (XSS),ag-grid,https://security.snyk.io/vuln/npm:ag-grid:20171016,,False,>=13.0.0 <14.0.0 ,"https:\u002F\u002Fgithub.com\u002Fdominikg\u002Fag-grid\u002Fcommit\u002F28625a36bf5a3d98081f44ef73d548e0191dfc2a)"",severity:""medium"",packageName:e,packageManager:f,publicationTime:""2018-06-03T13:45:51Z"",disclosureTime:""2017-10-16T22:00:00Z"",credit:[g],identifiers:{ALTERNATIVE:[""SNYK-JS-AGGRID-11107""],CVE:[],CWE:[""CWE-79""]},semver:{vulnerable:[""\u003E=13.0.0 \u003C14.0.0""]},CVSSv3:""CVSS:3.1\u002FAV:N\u002FAC:L\u002FPR:N\u002FUI:R\u002FS:C\u002FC:L\u002FI:L\u002FA:N"",cvssScore:6.1,language:""js"",socialTrendAlert:b,proprietary:b,breadcrumbItems:[{url:""\u002Fvulns"",label:""Snyk Vulnerability Database""},{label:f,url:""\u002Fvulns?type=npm""},{label:e,testHook:""filter""}],vulnDescription:{""Overview\r"":""\u003Cp\u003E\u003Ca href=\""https:\u002F\u002Fwww.npmjs.com\u002Fpackage\u002Fag-grid\""\u003E\u003Ccode\u003Eag-grid\u003C\u002Fcode\u003E\u003C\u002Fa\u003E is an advanced Data Grid \u002F Data Table supporting Javascript \u002F React \u002F AngularJS \u002F Web Components.\u003C\u002Fp\u003"
Cross-site Scripting (XSS),videojs-swf,https://security.snyk.io/vuln/SNYK-JS-VIDEOJSSWF-575391,,False,<4.5.4 ,https://github.com/videojs/video-js-swf/commit/98cc1a6f1319494b8d32ba4df413bdd9a817e3c1
Cross-site Scripting (XSS),tinymce,https://security.snyk.io/vuln/npm:tinymce:20180522,,False,<4.5.12 >=4.6.0 <4.7.12 ,"https:\u002F\u002Fgithub.com\u002Ftinymce\u002Ftinymce\u002Fcommit\u002F15ff5b81c2a1e44efbc7fdba92b65d2bdcbc4c38)"",severity:""medium"",packageName:e,packageManager:f,publicationTime:""2018-05-24T13:55:33Z"",disclosureTime:""2018-05-22T21:09:49Z"",credit:[g],identifiers:{ALTERNATIVE:[""SNYK-JS-TINYMCE-12156""],CVE:[],CWE:[""CWE-79""]},semver:{vulnerable:[""\u003C4.5.12"",""\u003E=4.6.0 \u003C4.7.12""]},CVSSv3:""CVSS:3.1\u002FAV:N\u002FAC:L\u002FPR:N\u002FUI:R\u002FS:U\u002FC:H\u002FI:N\u002FA:N"",cvssScore:6.5,language:""js"",socialTrendAlert:b,proprietary:b,breadcrumbItems:[{url:""\u002Fvulns"",label:""Snyk Vulnerability Database""},{label:f,url:""\u002Fvulns?type=npm""},{label:e,testHook:""filter""}],vulnDescription:{""Overview\r"":""\u003Cp\u003E\u003Ca href=\""https:\u002F\u002Fwww.npmjs.com\u002Fpackage\u002Ftinymce\""\u003E\u003Ccode\u003Etinymce\u003C\u002Fcode\u003E\u003C\u002Fa\u003E is a web based JavaScript HTML WYSIWYG editor control.\u003C\u002Fp\u003"
Cross-site Scripting (XSS),tinymce,https://security.snyk.io/vuln/npm:tinymce:20170613,,False,<4.6.4 ,
Cross-site Scripting (XSS),react-marked-markdown,https://security.snyk.io/vuln/npm:react-marked-markdown:20180517,,False,* ,
Malicious Package,nothing-js,https://security.snyk.io/vuln/npm:nothing-js:20180516,,False,* ,
Malicious Package,ladder-text-js,https://security.snyk.io/vuln/npm:ladder-text-js:20180516,,False,* ,
Regular Expression Denial of Service (ReDoS),citation-js,https://security.snyk.io/vuln/npm:citation-js:20180508,,False,<0.4.0-7 ,https://github.com/larsgw/citation.js/commit/fa7cb324270f81ed626d45f2aca8a215dfa5104e
Directory Traversal,koa-body,https://security.snyk.io/vuln/npm:koa-body:20180127,,False,<3.0.0 ,
SQL Injection,sql,https://security.snyk.io/vuln/npm:sql:20180512,,False,* ,
Directory Traversal,localhost-now,https://security.snyk.io/vuln/npm:localhost-now:20180512,,False,* ,
Arbitrary Command Injection,open,https://security.snyk.io/vuln/npm:open:20180512,,False,<6.0.0 ,
Uninitialized Memory Exposure,npmconf,https://security.snyk.io/vuln/npm:npmconf:20180512,,False,<2.1.3 ,
Arbitrary Command Injection,buttle,https://security.snyk.io/vuln/npm:buttle:20180512,,False,* ,
Directory Traversal,angular-http-server,https://security.snyk.io/vuln/npm:angular-http-server:20180426,,False,<1.4.4 ,"https:\u002F\u002Fgithub.com\u002Fsimonh1000\u002Fangular-http-server\u002Fcommit\u002F8bafc9577161469f5dea01e0b98ea9c525d063e9)"",severity:""high"",packageName:e,packageManager:f,publicationTime:""2018-05-13T14:26:26Z"",disclosureTime:""2018-04-26T08:54:39Z"",credit:[g],identifiers:{ALTERNATIVE:[""SNYK-JS-ANGULARHTTPSERVER-12152""],CVE:[],CWE:[""CWE-22""],GHSA:[""GHSA-vmhw-fhj6-m3g5""],NSP:[656]},semver:{vulnerable:[h]},CVSSv3:""CVSS:3.1\u002FAV:N\u002FAC:L\u002FPR:N\u002FUI:N\u002FS:C\u002FC:H\u002FI:N\u002FA:N\u002FE:F\u002FRL:O\u002FRC:C"",cvssScore:8.6,language:""js"",socialTrendAlert:b,proprietary:b,breadcrumbItems:[{url:""\u002Fvulns"",label:""Snyk Vulnerability Database""},{label:f,url:""\u002Fvulns?type=npm""},{label:e,testHook:""filter""}],vulnDescription:{""Overview\r"":""\u003Cp\u003E\u003Ca href=\""https:\u002F\u002Fwww.npmjs.com\u002Fpackage\u002Fangular-http-server\""\u003Eangular-http-server\u003C\u002Fa\u003E is  an application server designed for Single Page App (SPA) developers.\u003C\u002Fp\u003"
Uninitialized Memory Exposure,base64-url,https://security.snyk.io/vuln/npm:base64-url:20180512,,False,<2.0.0 ,
Uninitialized Memory Exposure,byte,https://security.snyk.io/vuln/npm:byte:20180512,,False,<1.4.1 ,"https:\u002F\u002Fgithub.com\u002Fnode-modules\u002Fbyte\u002Fcommit\u002Fccc6f4b206d01761c38ca2717014b646ce8f4c93)"",severity:""medium"",packageName:e,packageManager:f,publicationTime:""2018-05-13T14:26:26Z"",disclosureTime:""2018-05-12T08:54:39Z"",credit:[g],identifiers:{ALTERNATIVE:[""SNYK-JS-BYTE-12142""],CVE:[],CWE:[""CWE-201""],GHSA:[""GHSA-xm7f-x4wx-wmgv""],NSP:[657]},semver:{vulnerable:[h]},CVSSv3:""CVSS:3.1\u002FAV:P\u002FAC:L\u002FPR:N\u002FUI:N\u002FS:U\u002FC:L\u002FI:N\u002FA:H\u002FE:F\u002FRL:O\u002FRC:C"",cvssScore:5.2,language:""js"",socialTrendAlert:b,proprietary:b,breadcrumbItems:[{url:""\u002Fvulns"",label:""Snyk Vulnerability Database""},{label:f,url:""\u002Fvulns?type=npm""},{label:e,testHook:""filter""}],vulnDescription:{""Overview\r"":""\u003Cp\u003E\u003Ca href=\""https:\u002F\u002Fwww.npmjs.com\u002Fpackage\u002Fbyte\""\u003Ebyte\u003C\u002Fa\u003E Input Buffer and Output Buffer, just like Java ByteBuffer.\u003C\u002Fp\u003"
Uninitialized Memory Exposure,base64url,https://security.snyk.io/vuln/npm:base64url:20180511,,False,<3.0.0 ,"https:\u002F\u002Fgithub.com\u002Fbrianloveswords\u002Fbase64url\u002Fcommit\u002F4355cb294123e86171daa9389f7afe6d2b2b9dae)"",severity:""high"",packageName:e,packageManager:f,publicationTime:""2018-05-13T14:26:26Z"",disclosureTime:""2018-05-11T08:54:39Z"",credit:[g],identifiers:{ALTERNATIVE:[""SNYK-JS-BASE64URL-12139""],CVE:[],CWE:[""CWE-201""],GHSA:[""GHSA-rvg8-pwq2-xj7q""],NSP:[658]},semver:{vulnerable:[h]},CVSSv3:""CVSS:3.1\u002FAV:N\u002FAC:L\u002FPR:L\u002FUI:N\u002FS:U\u002FC:L\u002FI:N\u002FA:H\u002FE:F\u002FRL:O\u002FRC:C"",cvssScore:7.1,language:""js"",socialTrendAlert:b,proprietary:b,breadcrumbItems:[{url:""\u002Fvulns"",label:""Snyk Vulnerability Database""},{label:f,url:""\u002Fvulns?type=npm""},{label:e,testHook:""filter""}],vulnDescription:{""Overview\r"":""\u003Cp\u003E\u003Ca href=\""https:\u002F\u002Fwww.npmjs.com\u002Fpackage\u002Fbase64url\""\u003Ebase64url\u003C\u002Fa\u003E Converting to, and from, base64url.\u003C\u002Fp\u003"
Arbitrary Command Injection,command-exists,https://security.snyk.io/vuln/npm:command-exists:20180512,,False,<1.2.4 ,
Directory Traversal,superstatic,https://security.snyk.io/vuln/npm:superstatic:20180429,,False,<5.0.2 ,https://github.com/firebase/superstatic/commit/e396ff62f588732989137d6c40d46b310e51ef2b
Sandbox Bypass,constantinople,https://security.snyk.io/vuln/npm:constantinople:20180421,,False,<3.1.1 ,https://github.com/pugjs/constantinople/commit/01d409c0d081dfd65223e6b7767c244156d35f7f
SQL Injection,squel,https://security.snyk.io/vuln/npm:squel:20180322,,False,* ,
Malicious Package,http-fetch-cookies,https://security.snyk.io/vuln/npm:http-fetch-cookies:20180502,,False,* ,
Malicious Package,getcookies,https://security.snyk.io/vuln/npm:getcookies:20180502,,False,* ,
Malicious Package,express-cookies,https://security.snyk.io/vuln/npm:express-cookies:20180502,,False,* ,
Regular Expression Denial of Service (ReDoS),ua-parser-js,https://security.snyk.io/vuln/npm:ua-parser-js:20180227,,False,<0.7.18 ,"https:\u002F\u002Fgithub.com\u002Ffaisalman\u002Fua-parser-js\u002Fcommit\u002F2e57a9778f0735a1e5e73e723155e155848a88af)"",severity:""medium"",packageName:d,packageManager:e,publicationTime:""2018-05-02T14:33:27Z"",disclosureTime:""2018-02-26T22:00:00Z"",credit:[""Zach Bjornson"",""Jamie Davis""],identifiers:{ALTERNATIVE:[""SNYK-JS-UAPARSERJS-11094""],CVE:[],CWE:[""CWE-400""]},semver:{vulnerable:[f]},CVSSv3:""CVSS:3.1\u002FAV:N\u002FAC:L\u002FPR:N\u002FUI:N\u002FS:U\u002FC:N\u002FI:N\u002FA:L\u002FE:P\u002FRL:O\u002FRC:C"",cvssScore:5.3,language:""js"",socialTrendAlert:g,proprietary:a,breadcrumbItems:[{url:""\u002Fvulns"",label:""Snyk Vulnerability Database""},{label:e,url:""\u002Fvulns?type=npm""},{label:d,testHook:""filter""}],vulnDescription:{""Overview\r"":""\u003Cp\u003E\u003Ca href=\""https:\u002F\u002Fwww.npmjs.com\u002Fpackage\u002Fua-parser-js\""\u003E\u003Ccode\u003Eua-parser-js\u003C\u002Fcode\u003E\u003C\u002Fa\u003E is Lightweight JavaScript-based user-agent string parser.\u003C\u002Fp\u003"
Cross-site Scripting (XSS),react-svg,https://security.snyk.io/vuln/npm:react-svg:20180427,,False,<2.2.18 ,
Cross-site Scripting (XSS),ckeditor-dev,https://security.snyk.io/vuln/npm:ckeditor-dev:20180430,CVE-2018-9861,False,>=4.5.11 <4.9.2 ,
Uninitialized Memory Exposure,concat-with-sourcemaps,https://security.snyk.io/vuln/npm:concat-with-sourcemaps:20180429,,False,<1.0.6 ,
Regular Expression Denial of Service (ReDoS),foreman,https://security.snyk.io/vuln/npm:foreman:20180429,,False,<3.0.1 ,"https:\u002F\u002Fgithub.com\u002Fstrongloop\u002Fnode-foreman\u002Fcommit\u002F680ad4067eb2e72d201f1580793d143b850f1b0a)"",severity:""high"",packageName:e,packageManager:f,publicationTime:""2018-04-30T13:07:31Z"",disclosureTime:""2018-04-29T16:43:31Z"",credit:[g],identifiers:{ALTERNATIVE:[""SNYK-JS-FOREMAN-12128""],CVE:[],CWE:[""CWE-400""],GHSA:[""GHSA-xm28-fw2x-fqv2""],NSP:[645]},semver:{vulnerable:[h]},CVSSv3:""CVSS:3.1\u002FAV:N\u002FAC:L\u002FPR:N\u002FUI:N\u002FS:U\u002FC:N\u002FI:N\u002FA:H\u002FE:F\u002FRL:O\u002FRC:C"",cvssScore:7.5,language:""js"",socialTrendAlert:b,proprietary:b,breadcrumbItems:[{url:""\u002Fvulns"",label:""Snyk Vulnerability Database""},{label:f,url:""\u002Fvulns?type=npm""},{label:e,testHook:""filter""}],vulnDescription:{""Overview\r"":""\u003Cp\u003E\u003Ca href=\""https:\u002F\u002Fwww.npmjs.com\u002Fpackage\u002Fforeman\""\u003Eforeman\u003C\u002Fa\u003E is a Node.js version of the popular Foreman tool, with a few Node specific changes.\u003C\u002Fp\u003"
Regular Expression Denial of Service (ReDoS),rgb2hex,https://security.snyk.io/vuln/npm:rgb2hex:20180429,,False,<0.1.6 ,
Cross-site Scripting (XSS),cloudcmd,https://security.snyk.io/vuln/npm:cloudcmd:20180426,,False,<9.1.6 ,"https:\u002F\u002Fgithub.com\u002Fcoderaiser\u002Fcloudcmd\u002Fcommit\u002F23f4d4702cd3d473977285f26ea2ae7206b45f38)"",severity:""high"",packageName:e,packageManager:f,publicationTime:""2018-04-26T13:29:19Z"",disclosureTime:""2018-04-26T06:10:55Z"",credit:[g],identifiers:{ALTERNATIVE:[""SNYK-JS-CLOUDCMD-12127""],CVE:[],CWE:[""CWE-79""],GHSA:[""GHSA-m8fw-534v-xm85""],NSP:[642]},semver:{vulnerable:[h]},CVSSv3:""CVSS:3.1\u002FAV:N\u002FAC:L\u002FPR:L\u002FUI:N\u002FS:C\u002FC:H\u002FI:L\u002FA:N\u002FE:F\u002FRL:O\u002FRC:C"",cvssScore:8.5,language:""js"",socialTrendAlert:b,proprietary:b,breadcrumbItems:[{url:""\u002Fvulns"",label:""Snyk Vulnerability Database""},{label:f,url:""\u002Fvulns?type=npm""},{label:e,testHook:""filter""}],vulnDescription:{""Overview\r"":""\u003Cp\u003E\u003Ca href=\""https:\u002F\u002Fwww.npmjs.com\u002Fpackage\u002Fcloudcmd\""\u003Ecloudcmd\u003C\u002Fa\u003E is an orthodox web file manager with console and editor.\u003C\u002Fp\u003"
Prototype Override,querystringify,https://security.snyk.io/vuln/npm:querystringify:20180419,,False,<2.0.0 ,https://github.com/unshiftio/querystringify/commit/422eb4f6c7c28ee5f100dcc64177d3b68bb2b080
Insecure Credential Comparison,safe-compare,https://security.snyk.io/vuln/npm:safe-compare:20180417,,False,>=1.1.0 <1.1.2 ,https://github.com/Bruce17/safe-compare/commit/9f51dd99ee1151aed8d68d91cea92ab89a1390c8
Prototype Pollution,deap,https://security.snyk.io/vuln/npm:deap:20180415,CVE-2018-3749,True,<1.0.1 ,
Regular Expression Denial of Service (ReDoS),plist,https://security.snyk.io/vuln/npm:plist:20180219,,False,>=1.2.0 <3.0.1 ,https://github.com/TooTallNate/plist.js/commit/a85b9d3559859d58e44d099a6a40bf8c13ab7e66
