name,id
superagent,CVE-2018-3774
url-parse,*
utile,*
put,*
file-static-server,CVE-2018-3771
statics-server,CVE-2018-3770
markdown-pdf,CVE-2018-16492
extend,CVE-2018-1000620
cryptiles,CVE-2018-13339
angular-redactor,*
eslint-config-eslint,*
eslint-config-airbnb-standard,*
eslint-scope,CVE-2018-3766
buttle,CVE-2018-3767
memjs,CVE-2018-1000536
medis,*
mailparser-mit,*
emailjs-mime-parser,*
mailsplit,*
mailparser,*
haraka,*
platform.js,*
node-htmlparser-classic,*
underscore.string,*
hexo-editor,*
electron-markdownify,*
ismobilejs,*
njwt,CVE-2018-3784
cryo,CVE-2018-3785
git-dummy-commit,CVE-2018-11647
oauth2orize-fprm,*
generate-pincode,CVE-2018-14041
bootstrap,CVE-2018-14040
bootstrap,CVE-2018-14040
bootstrap-sass,CVE-2018-3758
express-cart,CVE-2018-3755
sexstatic,CVE-2018-3809
serve,*
ag-grid,CVE-2018-1002203
unzipper,CVE-2018-1002204
adm-zip,CVE-2018-3757
pdf-image,*
videojs-swf,*
tinymce,*
tinymce,CVE-2018-3743
hekto,*
react-marked-markdown,*
nothing-js,*
ladder-text-js,*
citation-js,*
koa-body,CVE-2018-3754
query-mysql,CVE-2018-13797
macaddress,*
localhost-now,*
open,*
sql,CVE-2018-21270
stringstream,*
npmconf,CVE-2018-3744
html-pages,*
buttle,CVE-2020-8298
fs-path,*
base64url,*
byte,*
command-exists,*
base64-url,*
angular-http-server,*
superstatic,*
squel,*
constantinople,*
http-fetch-cookies,*
getcookies,*
express-cookies,*
ua-parser-js,*
react-svg,CVE-2018-9861
ckeditor-dev,*
concat-with-sourcemaps,CVE-2018-3745
atob,*
foreman,*
rgb2hex,CVE-2018-16482
mcstatic,*
cloudcmd,*
querystringify,CVE-2018-3746
pdfinfojs,CVE-2018-3750
deep-extend,*
safe-compare,CVE-2018-16480
public,CVE-2018-3753
merge-objects,CVE-2018-3751
merge-recursive,CVE-2018-3752
merge-options,CVE-2018-3748
glance,CVE-2018-3749
deap,*
plist,*
ducktype,*
is-url,*
simpl-schema,CVE-2018-3735
bracket-template,CVE-2018-6874
auth0-lock,CVE-2018-6874
auth0-js,CVE-2019-10196
http-proxy-agent,CVE-2018-3737
sshpk,*
mol-proto,CVE-2018-3818
kibana,CVE-2017-8439
kibana,CVE-2018-3736
https-proxy-agent,CVE-2018-3773
metascraper,CVE-2018-3772
whereis,CVE-2018-1000136
electron,CVE-2018-1000023
insight-api,*
eslint,CVE-2018-8108
bui,CVE-2017-18197
mxgraph,CVE-2018-7408
npm,CVE-2018-1000123
cordova-plugin-ios-keychain,CVE-2018-3717
simple-server,CVE-2018-3724
general-file-server,CVE-2018-3718
serve,*
zs123,*
zhaolei1111,*
webrepl,*
tmadserver,*
stevenc4.server,*
starfruit,*
serverzyqzyq,*
serversyysyy,*
serverlyj333,*
rjpserver,*
paopao613,*
nodejsccc,*
nodejs_liamgb,*
meryl,*
terminal-share,*
lab6_agolotin,*
jiazhipeng,*
jacobj66-weather,*
hdsdhhksjd,*
gyfserver,CVE-2013-1808
zeroclipboard,CVE-2018-1000096
tiny-json-http,CVE-2018-1000118
electron,CVE-2018-3714
node-srv,CVE-2018-3715
glance,*
path-complete-extname,CVE-2018-3734
stattic,CVE-2018-7307
auth0-js,CVE-2018-3713
angular-http-server,*
clean-css,*
diff,CVE-2018-3716
simplehttpserver,CVE-2018-3717
anywhere,*
mrk.js,*
useragent,CVE-2018-3725
hekto,CVE-2018-7560
aws-lambda-multipart-parser,CVE-2018-3727
626,*
ua-parser-js,*
loopback,*
zxyserver,*
yypsulie11,*
yxxserver,*
wuzhuangserver,*
wrlc,*
wenluhong111,*
web-server-mock,*
weathertest.bryceperkins,*
songcaihong,*
shenliru3,*
servewuqianqianqian,*
serveryyl,*
serverfff,*
rapid-httpserver,*
proxey,*
web-node-server,*
nodeload,*
myserve111,*
iceman178.weather.cs360,*
cs360getcity,*
phpjs,*
content,*
nwmatcher,CVE-2018-3729
localhost-now,*
uas-parser,CVE-2018-3738
protobufjs,*
emailjs-mime-codec,CVE-2018-20801
highcharts,CVE-2018-3820
kibana,CVE-2018-3819
kibana,CVE-2018-3821
kibana,*
gatsby-cli,CVE-2019-14862
knockout,CVE-2018-6464
simditor,*
xingbaohai,*
willvdb_test_server,*
websvr,*
simple-mock-server,*
mime_web_server,*
express-blinker,*
easy-router,*
caolilinode1,*
caihong,*
binocular-lamp,CVE-2017-11429
saml2-js,*
wicket,*
marked,CVE-2018-13863
bson,*
cuiaiguang,*
wuzhuang,*
asset-cache,*
ptest,*
micra,CVE-2018-16485
m-server,*
static-cling,*
html-pages,*
api-proxy,*
basic-static,*
hserver-static,*
sabu,*
awning,*
atropa-server,*
atropa-ide,*
aso-server,*
stattic,*
pico-static-server,*
bae-nodejs,CVE-2018-3733
crud-file-server,*
node-staticserver,*
server-static,*
butler-server,*
bruteser,*
canvas-designer,*
glurp,*
der-server,*
ex-http-frame,*
btnode,*
gfm-srv,*
getstats,*
gamebutler,*
fast-http,*
easy-node-server,*
dilu,*
isv-http,*
httpea,*
markdown-server,*
serverxh,*
lab6.1,*
less-livereload,*
lander,*
litedoc,*
censorify.matt.shurtz,*
zhanglina,*
node-http-server,*
node-static-webserver,*
server12311,*
fakelearnnodejs,*
servershuai,*
lab6-wclaibor,*
ussasasa,*
grunt-serve,*
grunt-fileserver,*
nitro-server,*
wenluhong11,*
my-sn,*
zhangranbigman,*
secure-servedir,*
servedir,*
checkit,*
github-url-to-object,*
node-json-db,*
compromise,*
node-forge,*
git-username,*
mongoose-beautiful-unique-validation,*
node-cxc,*
truncate,*
skeemas,*
sanitize,*
email-existence,*
datatype-expansion,*
astronomia,*
address-rfc2822,CVE-2018-3732
resolve-path,*
valid-email,*
xlsx,*
vue,*
shaka-player,*
moddle-xml,*
harb,*
markdown-js,*
converse.js,*
pym.js,CVE-2018-3731
public,CVE-2018-3726
crud-file-server,CVE-2017-1000421
gifsicle,*
node-pg-migrate,*
gettext-parser,*
deckardcain,*
abaaso,*
html-dom-parser,CVE-2018-1109
braces,*
angular,*
validator,*
postcss-inline-base64,*
cejs,*
validator,*
jasmine-core,CVE-2018-3723
defaults-deep,CVE-2018-3720
assign-deep,CVE-2018-3719
mixin-deep,CVE-2018-3722
merge-deep,*
valid-data-url,*
q-io,*
nicest,*
mimer,*
jquery.csssr.validation,*
htmllint,*
dirty-json,*
citeproc,CVE-2018-1107
is-my-json-valid,CVE-2018-7651
ssri,*
sailsjs-cacheman,*
safe-compare,CVE-2017-0931
html-janitor,CVE-2018-3721
lodash.merge,*
pullit,CVE-2018-3721
lodash.mergewith,CVE-2018-3721
lodash.defaultsdeep,CVE-2018-3721
lodash._basemerge,CVE-2018-3721
lodash,CVE-2018-3721
@sailshq/lodash,CVE-2018-3728
hoek,CVE-2018-6561
dijit,CVE-2017-3160
cordova-android,CVE-2017-0928
html-janitor,CVE-2017-1000424
electron,CVE-2018-6184
next,CVE-2017-7474
keycloak-auth-utils,*
mathjs,*
mathjs,*
mathjs,CVE-2018-3711
fastify,*
redis-commander,CVE-2017-0930
augustine,*
lactate,CVE-2018-1000006
electron,CVE-2018-3712
serve,*
traceroute,CVE-2017-1000452
samlify,CVE-2017-1000452
express-saml2,CVE-2017-1000491
shiba,CVE-2017-11481
kibana,CVE-2017-11482
kibana,CVE-2017-8451
kibana,CVE-2016-10735
bootstrap-sass,CVE-2016-10735
bootstrap,*
featurebook,*
weyland,*
showdown-xss-filter,*
jsviews,*
js-xss,*
libp2p-secio,*
blocks,*
serve-here,CVE-2018-0114
node-jose,CVE-2017-8452
kibana,CVE-2017-8440
kibana,CVE-2017-8443
kibana,CVE-2017-11479
kibana,CVE-2017-10910
mqtt,CVE-2017-16897
passport-wsfed-saml2,*
marked,*
marked,*
vue,*
vue,*
ractive,*
kibana,*
pure,*
swagger-ui,*
keystone,*
botkit,*
angular,*
jquery-colorbox,*
crypto-browserify,CVE-2016-10703
ecstatic,*
content-type-parser,*
whatwg-mimetype,*
mobile-detect,CVE-2017-17068
auth0-js,CVE-2017-16128
npm-script-demo,CVE-2017-1001002
mathjs,CVE-2017-1001003
mathjs,CVE-2017-18214
moment,CVE-2017-16877
next,*
ws,CVE-2014-0072
cordova-plugin-file-transfer,CVE-2014-0073
cordova-plugin-inappbrowser,CVE-2015-1835
cordova-android,*
sandbox,CVE-2017-15881
keystone,CVE-2017-15878
keystone,CVE-2017-15879
keystone,*
hooka-tools,*
discordi.js,CVE-2017-16226
static-eval,*
ljjnodeserve,*
nodeserver-jta,*
severzlt,CVE-2017-16225
aegir,CVE-2017-16224
st,*
xbhxbh,*
wangshuai,*
tinyserver,*
nopach,*
nodejs.jseidl,CVE-2017-16204
jquey,*
electron,*
electron,*
electron,*
electron,*
electron,*
electron,*
electron,*
electron,*
electron,CVE-2017-16205
coffescript,CVE-2017-16203
coffe-script,CVE-2017-16202
cofeescript,CVE-2017-16206
cofee-script,CVE-2017-16151
electron,CVE-2017-16136
method-override,CVE-2017-16129
superagent,CVE-2017-16119
fresh,CVE-2017-16118
forwarded,CVE-2017-16138
mime,CVE-2017-16116
string,CVE-2017-16115
timespan,CVE-2017-16117
slug,CVE-2017-16137
debug,CVE-2017-16114
marked,CVE-2017-15010
tough-cookie,CVE-2017-16113
parsejson,CVE-2017-16127
pandora-doomsday,*
shrugging-logging,*
test-module-a,*
sdfjghlkfjdshlkjdhsfg,*
mktmpio,*
anarchy,CVE-2017-16126
botbait,*
ikst,*
subtitles-lib,*
npm_scripts_test_metrics,*
npm-exploit,*
deasyncp,*
harmlesspackage,*
maybemaliciouspackage,CVE-2017-16111
content,CVE-2017-16100
dns-sync,CVE-2017-16099
no-case,CVE-2017-16098
charset,CVE-2017-16088
safe-eval,CVE-2017-1000451
fs-git,CVE-2017-16086
ua-parser,CVE-2017-16082
pg,*
mysql,*
js-quantities,*
js-quantities,*
foundation-sites,*
xxf11,CVE-2017-16061
tkinter,*
srverqq,CVE-2017-16055
sqlserver,CVE-2017-16051
sqliter,*
sqlite.js,CVE-2017-16079
smb,CVE-2017-16078
shadowsock,*
servergmf,*
proxy.js,*
openssl.js,*
opencv.js,CVE-2017-16049
nodesqlite,CVE-2017-16080
nodesass,CVE-2017-16073
noderequest,CVE-2017-16057
nodemssql,*
nodemailer.js,CVE-2017-16071
nodemailer-js,CVE-2017-16069
nodeffmpeg,CVE-2017-16054
nodefabric,CVE-2017-16070
nodecaffe,CVE-2017-16062
node-tkinter,CVE-2017-16048
node-sqlite,CVE-2017-16064
node-openssl,CVE-2017-16063
node-opensl,CVE-2017-16067
node-opencv,CVE-2017-16052
node-fabric,CVE-2017-16047
mysqljs,*
mssql.js,CVE-2017-16059
mssql-node,CVE-2017-16077
mongose,CVE-2017-16046
mariadb,*
lzl123,*
lihuini,*
jquery.js,*
http-proxy.js,*
hechatroom,CVE-2017-16058
gruntcli,*
ghod5servercs360,CVE-2017-16068
ffmepg,CVE-2017-16053
fabric-js,*
d3.js,*
cxy,CVE-2017-16074
crossenv,*
cross-env.js,CVE-2017-16060
babelcli,*
openwhisk,CVE-2017-16123
welcomyzt,CVE-2017-16133
goserv,CVE-2017-16191
cypserver,CVE-2017-16134
http_static_simple,*
360class.jansenhm,*
commentapp.stetsonwood,CVE-2017-16159
caolilinode,CVE-2017-16190
dcdcdcdcdc,CVE-2017-16199
susu-sum,CVE-2017-16161
shenliru,CVE-2017-16182
serverxxx,*
section2.madisonjbrooks12,CVE-2017-16132
simple-npm-registry,CVE-2017-16177
chatbyvista,CVE-2017-16141
lab6drewfusbyu,CVE-2017-16148
serve46,*
yjmyjmyjm,CVE-2017-16040
gfe-sass,CVE-2017-16041
ikst,*
tunnel-agent,*
koa-static-cache,*
contwidgetor,*
edp-package,*
web-debug,CVE-2017-16038
f2e-server,*
http-signature,*
semantic-ui,*
semantic-ui,*
jstree,*
express-graphql,*
crumb,CVE-2015-5204
cordova-plugin-file-transfer,CVE-2015-5207
cordova-ios,*
floody,CVE-2015-5208
cordova-ios,CVE-2015-5256
cordova-android,CVE-2014-3500
cordova-android,CVE-2014-3502
cordova-android,CVE-2014-3501
cordova-android,CVE-2015-8320
cordova-android,*
next,*
serve,*
next,CVE-2017-16222
elding,CVE-2017-16168
wffserve,CVE-2017-16083
node-simple-router,CVE-2017-16184
scott-blanch-weather-app,CVE-2017-16139
jikes,CVE-2017-16166
byucslabsix,*
dmmcquay.lab6,*
citypredict.whauwiller,*
frvr,*
innomon,*
connect-parse-php,CVE-2017-16039
hftp,*
mysql2csv,CVE-2017-16201
zjjserver,CVE-2017-16221
yzt,CVE-2017-16167
yyooopack,CVE-2017-16219
yttivy,CVE-2017-16193
mfrs,CVE-2017-16091
xtalk,CVE-2017-16212
ltt,*
xiongrui-httpserver,*
ltt.js,*
wisper,*
thrushs,CVE-2017-16181
wintiwebdev,*
thrushs,CVE-2017-16220
wind-mvc,CVE-2017-16174
whispercast,CVE-2017-16125
rtcmulticonnection-client,*
lam,*
weather.swlyons,*
given-html-report,CVE-2017-16150
wangguojing123,CVE-2017-16200
uv-tj-demo,*
parse-ssi,CVE-2017-16173
utahcityfinder,CVE-2017-16131
unicorn-list,CVE-2017-16185
uekw1511server,CVE-2017-16106
tmock,*
wenluhong1,CVE-2017-16085
tinyserver2,CVE-2017-16097
tiny-http,CVE-2017-16216
tencent-server,CVE-2017-16152
static-html-server,CVE-2017-16145
sspa,CVE-2017-16189
sly07,CVE-2017-16147
shit-server,CVE-2017-16215
sgqserve,CVE-2017-16135
serverzyy,CVE-2017-16103
serveryztyzt,CVE-2017-16096
serveryaozeyan,CVE-2017-16105
serverwzl,CVE-2017-16101
serverwg,CVE-2017-16089
serverlyr,CVE-2017-16095
serverliujiayi1,CVE-2017-16102
serverhuwenhui,CVE-2017-16180
serverabc,*
run-this-place,CVE-2017-16198
ritp,CVE-2017-16188
reecerver,CVE-2017-16196
quickserver,CVE-2017-16197
qinserve,CVE-2017-16195
pytservce,CVE-2017-16194
picard,CVE-2017-1000220
pidusage,CVE-2017-16214
peiserver,CVE-2017-16187
open-device,CVE-2017-16223
nodeaaaaa,CVE-2017-16124
node-server-forfront,CVE-2017-16149
zwserver,*
myserver.alexcthomas18,CVE-2017-16156
myprolyz,CVE-2017-16146
mockserve,CVE-2017-16213
mfrserver,*
nodeload-nmickuli,CVE-2017-16169
looppake,CVE-2017-16120
liyujing,CVE-2017-16170
liuyaserver,CVE-2017-16211
lessindex,*
lab6.brit95,CVE-2017-16210
jn_jj_server,CVE-2017-16176
jansenstuffpleasework,CVE-2017-16183
iter-server,CVE-2017-16094
iter-http,CVE-2017-16178
intsol-package,CVE-2017-16142
infraserver,CVE-2017-16035
hubl-server,CVE-2017-16171
hcbserver,CVE-2017-16037
gomeplus-h5-proxy,*
getcityapi.yoehoehne,CVE-2017-16153
gaoxuyan,CVE-2017-16108
gaoxiaotingtingting,CVE-2017-16090
fsk-server,CVE-2017-16217
fbr-client,CVE-2017-16155
fast-http-cli,CVE-2017-16130
exxxxxxxxxxx,*
ewgaddis.lab6,CVE-2017-16209
enserver,CVE-2017-16109
easyquick,CVE-2017-16154
earlybird,CVE-2017-16163
dylmomo,*
dgard8.lab6,CVE-2017-16164
desafio,CVE-2017-16158
dcserver,CVE-2017-16121
datachannel-client,CVE-2017-16179
dasafio,CVE-2017-16093
cyber-js,CVE-2017-16122
cuciuci,*
craft-ai-icons,*
city-weather-abe,*
censorify.tanisjr,*
calmquist.static-server,CVE-2017-16036
badjs-sourcemap-server,CVE-2017-16162
22lixian,CVE-2017-16160
11xiaoli,*
rocketmake-nuget,*
ip,*
rendr-handlebars,*
octotree,*
hotel,*
ghost,*
octotree,*
ghost,*
ghost,CVE-2015-1411
ghost,CVE-2015-1407
ghost,CVE-2015-1409
ghost,CVE-2015-1408
ghost,CVE-2015-1406
ghost,CVE-2015-1410
ghost,CVE-2014-1403
easyxdm,*
bootstrap-markdown,CVE-2017-1000219
windows-cpu,*
amqp-match,*
ms,*
riot,*
rendr,*
rendr,*
ql.io-engine,*
polyfill-service,*
nforce,*
uikit,*
mediaelement,*
fullpage.js,*
favico.js,*
eslint_d,*
datatables,*
brunch,*
actionhero,*
actionhero,CVE-2016-4567
mediaelement,CVE-2017-16042
growl,CVE-2017-16092
sencisho,*
ec2-price,*
guaycuru,*
protojs,*
microservicebus.node,*
mongo-parse,*
mongo-edit,*
kmc,*
mongui,*
mock2easy,*
mongoosemask,*
mongoosify,*
modjs,*
nd-validator,*
modulify,*
m-log,*
nameless-cli,*
m2m-supervisor,*
mobile-icon-resizer,*
mixin-pro,CVE-2017-18077
brace-expansion,CVE-2017-16107
pooledwebsocket,CVE-2017-16084
list-n-stream,*
nodux-core,*
dompurify,*
dompurify,*
dompurify,*
dompurify,*
dompurify,CVE-2017-16023
decamelize,CVE-2017-16030
useragent,CVE-2017-16021
uri-js,CVE-2017-16024
sync-exec,CVE-2017-16017
sanitize-html,CVE-2017-16025
nes,*
morris.js,CVE-2017-16020
summit,CVE-2017-16028
react-native-meteor-oauth,CVE-2017-16015
forms,CVE-2017-16016
sanitize-html,*
bootstrap,CVE-2017-16013
hapi,*
share,*
nodebb,*
nodebb,CVE-2011-3389
faye,*
jspdf,*
generator-jhipster,*
generator-jhipster,*
keystone,*
ag-grid,CVE-2017-16007
node-jose,*
youtransfer,*
wysihtml,CVE-2014-1869
zeroclipboard,CVE-2012-6550
zeroclipboard,*
vega,*
squire-rte,*
reveal.js,*
rethinkdb,*
rethinkdb,*
pouchdb,*
knockout,*
foundation-sites,*
swagger-ui,*
foundation-sites,*
concat-stream,*
yms,*
thelounge,*
lets-chat,CVE-2017-1000048
qs,*
quill,*
plotly.js,CVE-2017-5954
serialize-to-js,*
angular,CVE-2017-16043
shout,CVE-2017-5941
node-serialize,CVE-2017-16014
http-proxy,*
uuid,CVE-2017-16018
restify,CVE-2017-16005
http-signature,CVE-2010-5312
jquery-ui,CVE-2017-16006
remarkable,*
socket.io,*
socket.io,*
textangular,*
textangular,*
connect,CVE-2013-4116
npm,*
markdown-it,*
sequelize,CVE-2010-4207
yui,CVE-2012-5881
yui,*
yui,CVE-2013-4939
yui,CVE-2013-4941
yui,CVE-2017-16010
i18next,CVE-2017-16008
i18next,*
ws,CVE-2017-1000427
marked,*
websocket-driver,*
validator,*
sails,*
sails,*
angular,*
angular,*
angular,*
angular,*
angular,*
angular,*
angular,CVE-2019-14863
angular,*
angular,*
angular,*
angular,*
angular,*
angular,*
angular,*
angular,*
angular,*
angular,*
angular-gettext,*
react,CVE-2013-7035
react,*
clamscan,CVE-2016-1000249
fury-adapter-swagger,*
tinymce,CVE-2017-16003
windows-build-tools,*
mysql,*
loopback-connector-mysql,*
loopback-connector-mssql,*
loopback-connector-oracle,*
loopback-connector-postgresql,CVE-2016-10698
mystem-fix,CVE-2016-10697
react-native-baidu-voice-synthesizer,CVE-2016-10696
windows-latestchromedriver,CVE-2016-10695
npm-test-sqlite3-trunk,CVE-2016-10694
alto-saxophone,CVE-2016-10693
pm2-kafka,CVE-2016-10692
haxeshim,CVE-2016-10691
windows-seleniumjar,CVE-2016-10690
openframe-ascii-image,CVE-2016-10689
windows-iedriver,CVE-2016-10688
haxe3,CVE-2016-10687
windows-selenium-chromedriver,CVE-2016-10686
fis-sass-all,CVE-2016-10685
pk-app-wonderbox,CVE-2016-10684
healthcenter,CVE-2016-10683
arcanist,CVE-2016-10682
massif,CVE-2016-10681
roslib-socketio,CVE-2016-10680
adamvr-geoip-lite,CVE-2016-10679
selenium-standalone-painful,*
serc.js,CVE-2016-10677
google-closure-tools-latest,CVE-2016-10676
rs-brightcove,CVE-2016-10675
libsbmlsim,CVE-2016-10674
limbus-buildgen,CVE-2016-10673
ipip-coffee,CVE-2016-10672
cloudpub-redis,CVE-2016-10671
mystem-wrapper,CVE-2016-10670
windows-seleniumjar-mirror,CVE-2016-10669
soci,CVE-2016-10668
libsbml,CVE-2016-10667
selenium-portal,CVE-2016-10666
tomita-parser,CVE-2016-10665
herbivore,CVE-2016-10664
mystem,CVE-2016-10663
wixtoolset,CVE-2016-10662
tomita,CVE-2016-10661
phantomjs-cheniu,CVE-2016-10660
fis-parser-sass-bin,CVE-2016-10659
poco,CVE-2016-10658
native-opencv,CVE-2016-10657
co-cli-installer,CVE-2016-10656
qbs,CVE-2016-10655
clang-extra,CVE-2016-10654
sfml,CVE-2016-10653
xd-testing,CVE-2016-10652
prebuild-lwip,CVE-2016-10651
webdriver-launcher,CVE-2016-10650
ntfserver,CVE-2016-10649
frames-compiler,CVE-2016-10648
marionette-socket-host,CVE-2016-10647
node-air-sdk,CVE-2016-10646
resourcehacker,CVE-2016-10645
grunt-images,CVE-2016-10644
slimerjs-edge,CVE-2016-10643
jstestdriver,CVE-2016-10642
cmake,CVE-2016-10641
node-bsdiff-android,CVE-2016-10640
node-thulac,CVE-2016-10639
redis-srvr,CVE-2016-10638
js-given,CVE-2016-10636
grunt-ccompiler,CVE-2016-10635
broccoli-closure,CVE-2016-10634
scalajs-standalone-bin,CVE-2016-10633
dwebp-bin,CVE-2016-10632
apk-parser2,CVE-2016-10631
jvminstall,CVE-2016-10630
install-g-test,CVE-2016-10629
nw-with-arm,CVE-2016-10628
selenium-wrapper,CVE-2016-10627
scala-bin,CVE-2016-10626
mystem3,CVE-2016-10625
headless-browser-lite,CVE-2016-10624
selenium-chromedriver,CVE-2016-10623
macaca-chromedriver-zxa,CVE-2016-10622
nodeschnaps,CVE-2016-10621
fibjs,CVE-2016-10620
atom-node-module-installer,CVE-2016-10619
pennyworth,CVE-2016-10618
node-browser,CVE-2016-10617
box2d-native,CVE-2016-10616
openframe-image,CVE-2016-10615
curses,CVE-2016-10614
httpsync,CVE-2016-10613
bionode-sra,CVE-2016-10612
dalek-browser-ie-canary,CVE-2016-10611
strider-sauce,CVE-2016-10610
unicode-json,CVE-2016-10609
chromedriver126,CVE-2016-10608
robot-js,CVE-2016-10607
openframe-glslviewer,CVE-2016-10606
grunt-webdriver-qunit,CVE-2016-10605
dalek-browser-ie,CVE-2016-10604
dalek-browser-chrome,CVE-2016-10603
air-sdk,CVE-2016-10637
haxe-dev,CVE-2016-10602
haxe,CVE-2016-10601
webdrvr,CVE-2016-10600
webrtc-native,CVE-2016-10599
sauce-connect,CVE-2016-10598
arrayfire-js,CVE-2016-10597
cobalt-cli,CVE-2016-10596
imageoptim,CVE-2016-10595
jdf-sass,CVE-2016-10576
fuseki,CVE-2016-10572
mongodb-instance,CVE-2016-10568
geoip-lite-country,CVE-2016-10566
install-nw,CVE-2016-10562
iedriver,CVE-2016-10707
jquery,CVE-2012-6662
jquery-ui,*
node-forge,*
jquery-mobile,*
jquery-migrate,*
clusterize.js,CVE-2016-10591
prince,CVE-2016-10592
jser-stat,CVE-2016-10594
ipip,CVE-2016-10593
ibapi,CVE-2016-10590
cue-sdk-node,CVE-2017-16029
hostr,CVE-2016-10564
apk-parser,*
knex,*
podium,CVE-2016-10581
steroids,CVE-2016-10573
baryton-saxophone,CVE-2016-10578
unicode,CVE-2016-10574
apk-parser3,CVE-2016-10586
macaca-chromedriver,CVE-2016-10577
ibm_db,CVE-2016-10585
libxl,CVE-2016-10569
embedza,CVE-2016-10588
nw,CVE-2016-10575
kindlegen,CVE-2016-10567
product-monitor,CVE-2016-10580
nodewebkit,CVE-2016-10570
pngcrush-installer,CVE-2016-10587
wasdk,CVE-2016-10584
dalek-browser-chrome-canary,CVE-2016-10579
chromedriver,CVE-2016-10589
selenium-binaries,CVE-2016-10571
bkjs-wand,CVE-2016-10582
closurecompiler,CVE-2016-10583
closure-util,CVE-2016-10565
operadriver,CVE-2016-10563
go-ipfs-dep,*
mongoose,CVE-2016-10561
bitty,CVE-2017-1000188
ejs,CVE-2017-1000189
ejs,CVE-2016-10557
appium-chromedriver,CVE-2016-10558
aerospike,CVE-2016-10559
selenium-download,CVE-2016-10560
galenframework-cli,CVE-2016-7191
passport-azure-ad,CVE-2017-1000228
ejs,CVE-2015-9251
jquery,*
node-uuid,*
fernet,*
rendr,*
hapi,*
engine.io,*
life_star,*
hoek,*
shout,CVE-2016-10555
jwt-simple,CVE-2016-10551
waterline-sequel,CVE-2016-10552
igniteui,*
tinymce,*
moment,*
jsjws,*
cheerio,CVE-2014-6071
jquery,CVE-2012-6708
jquery,CVE-2011-4969
jquery,CVE-2016-10549
sails,CVE-2016-10544
uws,*
plotly.js,*
plotly.js,CVE-2016-10546
pouchdb,CVE-2016-10548
reduce-css-calc,*
airbrake,*
uc.micro,*
boom,*
ckeditor-dev,*
markdown-it,*
ckeditor-dev,*
git-ls-remote,*
ckeditor-dev,*
brisket,*
ckeditor-dev,*
bl,*
crossbow-lang,*
dustjs-linkedin,CVE-2016-10547
nunjucks,CVE-2016-1000236
cookie-signature,CVE-2016-10538
cli,CVE-2016-1000241
pivottable,CVE-2016-1000240
c3,CVE-2016-1000242
mqtt,*
swagger-ui,CVE-2016-1000238
node-krb5,*
sanitize-html,CVE-2016-1000224
ezseed-transmission,CVE-2016-1000223
jws,CVE-2016-1000235
fuelux,CVE-2016-1000234
jqtree,*
swagger-ui,CVE-2016-1000231
emojione,CVE-2016-1000230
rendr,CVE-2016-1000232
tough-cookie,CVE-2016-7103
jquery-ui,CVE-2016-1000229
swagger-ui,CVE-2016-1000228
gmail-js,CVE-2016-1000227
bootstrap-tagsinput,*
swagger-ui,CVE-2016-1000225
sequelize,CVE-2016-10543
call,CVE-2016-10542
ws,CVE-2016-10537
backbone,CVE-2016-10535
csrf-lite,CVE-2016-10533
express-restify-mongoose,CVE-2016-10541
shell-quote,*
minimatch,CVE-2016-10540
minimatch,CVE-2016-10539
negotiator,*
engine.io-client,CVE-2016-10532
console-io,CVE-2016-10534
electron-packager,CVE-2016-10531
marked,*
npm,CVE-2016-10553
sequelize,CVE-2016-10554
sequelize,CVE-2016-10550
sequelize,CVE-2016-10556
sequelize,*
sequelize,CVE-2016-3942
jsrender,CVE-2016-10529
droppy,CVE-2016-10528
restafary,CVE-2016-10530
airbrake,CVE-2015-8851
node-uuid,CVE-2017-16026
request,CVE-2016-10527
riot-compiler,CVE-2016-10526
grunt-gh-pages,CVE-2016-4055
moment,CVE-2016-10525
hapi-auth-jwt2,CVE-2016-10524
i18n-node-angular,*
mongoose,CVE-2016-2515
hawk,CVE-2015-7499
libxmljs,CVE-2016-2537
is-my-json-valid,CVE-2016-10523
mqtt-packet,*
mapbox.js,CVE-2016-10520
jadedown,CVE-2016-10521
jshamcrest,CVE-2015-9243
hapi,CVE-2016-10518
ws,CVE-2015-9244
mysql,CVE-2016-10519
bittorrent-dht,CVE-2015-9241
hapi,CVE-2015-9242
ecstatic,CVE-2015-8861
handlebars,CVE-2015-8862
mustache,CVE-2015-9240
keystone,CVE-2015-8315
millisecond,CVE-2015-9236
hapi,CVE-2014-8881
bleach,CVE-2015-9239
ansi2html,CVE-2015-7982
gm,*
handlebars,CVE-2013-4170
ember,*
mustache,*
backbone,CVE-2010-2275
dojo,CVE-2015-8860
tar,*
ember,CVE-2015-8315
ms,*
mapbox.js,CVE-2010-2272
dojo,CVE-2015-8858
uglify-js,CVE-2016-1000237
sanitize-html,CVE-2015-8859
send,CVE-2014-0013
ember,CVE-2015-9238
secure-compare,*
ldapauth,CVE-2015-6584
datatables,CVE-2015-7294
ldapauth-fork,CVE-2015-8857
uglify-js,CVE-2015-5688
geddy,CVE-2015-1840
jquery-ujs,CVE-2015-8855
semver,CVE-2015-9235
jsonwebtoken,CVE-2015-8856
serve-index,CVE-2015-4130
ungit,CVE-2015-1369
sequelize,CVE-2015-1164
serve-static,CVE-2014-10068
inert,CVE-2014-10067
paypal-ipn,CVE-2014-10066
fancy-server,CVE-2014-8883
